x-axis,1,2,3
second,Volt,Volt,Volt
-763.5000E-03,+18.7500E-03,+47.5000E-03,+490.6250E-03
-763.0000E-03,+18.7500E-03,+47.5000E-03,+490.6250E-03
-762.5000E-03,+3.1250E-03,+41.2500E-03,+506.2500E-03
-762.0000E-03,+3.1250E-03,+35.0000E-03,+490.6250E-03
-761.5000E-03,+18.7500E-03,+53.7500E-03,+490.6250E-03
-761.0000E-03,+18.7500E-03,+47.5000E-03,+490.6250E-03
-760.5000E-03,+18.7500E-03,+41.2500E-03,+490.6250E-03
-760.0000E-03,-12.5000E-03,+47.5000E-03,+475.0000E-03
-759.5000E-03,+3.1250E-03,+47.5000E-03,+490.6250E-03
-759.0000E-03,+3.1250E-03,+41.2500E-03,+475.0000E-03
-758.5000E-03,+3.1250E-03,+47.5000E-03,+490.6250E-03
-758.0000E-03,-12.5000E-03,+47.5000E-03,+490.6250E-03
-757.5000E-03,+3.1250E-03,+41.2500E-03,+475.0000E-03
-757.0000E-03,+3.1250E-03,+47.5000E-03,+490.6250E-03
-756.5000E-03,+18.7500E-03,+41.2500E-03,+490.6250E-03
-756.0000E-03,+18.7500E-03,+47.5000E-03,+490.6250E-03
-755.5000E-03,+18.7500E-03,+41.2500E-03,+475.0000E-03
-755.0000E-03,+34.3750E-03,+47.5000E-03,+459.3750E-03
-754.5000E-03,+18.7500E-03,+47.5000E-03,+490.6250E-03
-754.0000E-03,+34.3750E-03,+35.0000E-03,+490.6250E-03
-753.5000E-03,+50.0000E-03,+47.5000E-03,+490.6250E-03
-753.0000E-03,+18.7500E-03,+41.2500E-03,+459.3750E-03
-752.5000E-03,+50.0000E-03,+41.2500E-03,+475.0000E-03
-752.0000E-03,+18.7500E-03,+47.5000E-03,+490.6250E-03
-751.5000E-03,+3.1250E-03,+41.2500E-03,+521.8750E-03
-751.0000E-03,+50.0000E-03,+35.0000E-03,+506.2500E-03
-750.5000E-03,+18.7500E-03,+41.2500E-03,+459.3750E-03
-750.0000E-03,+65.6250E-03,+41.2500E-03,+490.6250E-03
-749.5000E-03,+18.7500E-03,+47.5000E-03,+490.6250E-03
-749.0000E-03,+34.3750E-03,+47.5000E-03,+459.3750E-03
-748.5000E-03,+65.6250E-03,+41.2500E-03,+475.0000E-03
-748.0000E-03,+65.6250E-03,+41.2500E-03,+490.6250E-03
-747.5000E-03,+65.6250E-03,+41.2500E-03,+490.6250E-03
-747.0000E-03,+50.0000E-03,+47.5000E-03,+475.0000E-03
-746.5000E-03,+81.2500E-03,+41.2500E-03,+506.2500E-03
-746.0000E-03,+65.6250E-03,+53.7500E-03,+490.6250E-03
-745.5000E-03,+65.6250E-03,+41.2500E-03,+490.6250E-03
-745.0000E-03,+65.6250E-03,+47.5000E-03,+490.6250E-03
-744.5000E-03,+65.6250E-03,+47.5000E-03,+490.6250E-03
-744.0000E-03,+65.6250E-03,+35.0000E-03,+490.6250E-03
-743.5000E-03,+65.6250E-03,+41.2500E-03,+475.0000E-03
-743.0000E-03,+65.6250E-03,+41.2500E-03,+475.0000E-03
-742.5000E-03,+81.2500E-03,+41.2500E-03,+459.3750E-03
-742.0000E-03,+81.2500E-03,+47.5000E-03,+490.6250E-03
-741.5000E-03,+81.2500E-03,+41.2500E-03,+443.7500E-03
-741.0000E-03,+81.2500E-03,+41.2500E-03,+490.6250E-03
-740.5000E-03,+112.5000E-03,+41.2500E-03,+490.6250E-03
-740.0000E-03,+112.5000E-03,+53.7500E-03,+490.6250E-03
-739.5000E-03,+96.8750E-03,+41.2500E-03,+475.0000E-03
-739.0000E-03,+112.5000E-03,+47.5000E-03,+521.8750E-03
-738.5000E-03,+128.1250E-03,+47.5000E-03,+459.3750E-03
-738.0000E-03,+96.8750E-03,+53.7500E-03,+490.6250E-03
-737.5000E-03,+112.5000E-03,+47.5000E-03,+490.6250E-03
-737.0000E-03,+143.7500E-03,+41.2500E-03,+459.3750E-03
-736.5000E-03,+112.5000E-03,+47.5000E-03,+475.0000E-03
-736.0000E-03,+128.1250E-03,+41.2500E-03,+490.6250E-03
-735.5000E-03,+128.1250E-03,+35.0000E-03,+490.6250E-03
-735.0000E-03,+128.1250E-03,+47.5000E-03,+490.6250E-03
-734.5000E-03,+159.3750E-03,+41.2500E-03,+506.2500E-03
-734.0000E-03,+128.1250E-03,+47.5000E-03,+490.6250E-03
-733.5000E-03,+159.3750E-03,+41.2500E-03,+490.6250E-03
-733.0000E-03,+175.0000E-03,+41.2500E-03,+490.6250E-03
-732.5000E-03,+175.0000E-03,+47.5000E-03,+490.6250E-03
-732.0000E-03,+159.3750E-03,+47.5000E-03,+490.6250E-03
-731.5000E-03,+190.6250E-03,+47.5000E-03,+475.0000E-03
-731.0000E-03,+159.3750E-03,+41.2500E-03,+490.6250E-03
-730.5000E-03,+175.0000E-03,+35.0000E-03,+490.6250E-03
-730.0000E-03,+190.6250E-03,+47.5000E-03,+475.0000E-03
-729.5000E-03,+190.6250E-03,+47.5000E-03,+490.6250E-03
-729.0000E-03,+206.2500E-03,+53.7500E-03,+475.0000E-03
-728.5000E-03,+221.8750E-03,+41.2500E-03,+459.3750E-03
-728.0000E-03,+206.2500E-03,+41.2500E-03,+490.6250E-03
-727.5000E-03,+237.5000E-03,+35.0000E-03,+459.3750E-03
-727.0000E-03,+221.8750E-03,+41.2500E-03,+490.6250E-03
-726.5000E-03,+268.7500E-03,+47.5000E-03,+490.6250E-03
-726.0000E-03,+253.1250E-03,+41.2500E-03,+506.2500E-03
-725.5000E-03,+253.1250E-03,+47.5000E-03,+475.0000E-03
-725.0000E-03,+268.7500E-03,+35.0000E-03,+490.6250E-03
-724.5000E-03,+268.7500E-03,+41.2500E-03,+490.6250E-03
-724.0000E-03,+300.0000E-03,+47.5000E-03,+475.0000E-03
-723.5000E-03,+315.6250E-03,+35.0000E-03,+475.0000E-03
-723.0000E-03,+331.2500E-03,+47.5000E-03,+475.0000E-03
-722.5000E-03,+331.2500E-03,+41.2500E-03,+490.6250E-03
-722.0000E-03,+346.8750E-03,+41.2500E-03,+475.0000E-03
-721.5000E-03,+3.1250E-03,+41.2500E-03,+521.8750E-03
-721.0000E-03,+3.1250E-03,+41.2500E-03,+475.0000E-03
-720.5000E-03,+34.3750E-03,+41.2500E-03,+506.2500E-03
-720.0000E-03,+18.7500E-03,+85.0000E-03,+490.6250E-03
-719.5000E-03,+3.1250E-03,+91.2500E-03,+475.0000E-03
-719.0000E-03,+18.7500E-03,+35.0000E-03,+490.6250E-03
-718.5000E-03,+3.1250E-03,+35.0000E-03,+443.7500E-03
-718.0000E-03,+18.7500E-03,+35.0000E-03,+475.0000E-03
-717.5000E-03,+18.7500E-03,+41.2500E-03,+490.6250E-03
-717.0000E-03,-12.5000E-03,+47.5000E-03,+475.0000E-03
-716.5000E-03,+3.1250E-03,+35.0000E-03,+490.6250E-03
-716.0000E-03,+34.3750E-03,+41.2500E-03,+490.6250E-03
-715.5000E-03,+3.1250E-03,+47.5000E-03,+475.0000E-03
-715.0000E-03,-12.5000E-03,+41.2500E-03,+475.0000E-03
-714.5000E-03,+3.1250E-03,+53.7500E-03,+490.6250E-03
-714.0000E-03,+18.7500E-03,+47.5000E-03,+490.6250E-03
-713.5000E-03,+3.1250E-03,+41.2500E-03,+68.7500E-03
-713.0000E-03,+18.7500E-03,+41.2500E-03,+53.1250E-03
-712.5000E-03,+3.1250E-03,+47.5000E-03,+68.7500E-03
-712.0000E-03,+34.3750E-03,+41.2500E-03,+53.1250E-03
-711.5000E-03,+34.3750E-03,+47.5000E-03,+37.5000E-03
-711.0000E-03,+34.3750E-03,+53.7500E-03,+53.1250E-03
-710.5000E-03,+18.7500E-03,+47.5000E-03,+53.1250E-03
-710.0000E-03,+50.0000E-03,+41.2500E-03,+53.1250E-03
-709.5000E-03,+34.3750E-03,+41.2500E-03,+84.3750E-03
-709.0000E-03,+50.0000E-03,+47.5000E-03,+100.0000E-03
-708.5000E-03,+65.6250E-03,+47.5000E-03,+115.6250E-03
-708.0000E-03,+81.2500E-03,+47.5000E-03,+162.5000E-03
-707.5000E-03,+65.6250E-03,+47.5000E-03,+178.1250E-03
-707.0000E-03,+81.2500E-03,+47.5000E-03,+225.0000E-03
-706.5000E-03,+81.2500E-03,+41.2500E-03,+287.5000E-03
-706.0000E-03,+96.8750E-03,+47.5000E-03,+318.7500E-03
-705.5000E-03,+112.5000E-03,+47.5000E-03,+334.3750E-03
-705.0000E-03,+96.8750E-03,+41.2500E-03,+365.6250E-03
-704.5000E-03,+128.1250E-03,+41.2500E-03,+396.8750E-03
-704.0000E-03,+112.5000E-03,+47.5000E-03,+396.8750E-03
-703.5000E-03,+96.8750E-03,+47.5000E-03,+428.1250E-03
-703.0000E-03,+143.7500E-03,+47.5000E-03,+428.1250E-03
-702.5000E-03,+143.7500E-03,+41.2500E-03,+443.7500E-03
-702.0000E-03,+128.1250E-03,+41.2500E-03,+443.7500E-03
-701.5000E-03,+143.7500E-03,+47.5000E-03,+475.0000E-03
-701.0000E-03,+143.7500E-03,+35.0000E-03,+443.7500E-03
-700.5000E-03,+143.7500E-03,+35.0000E-03,+475.0000E-03
-700.0000E-03,+128.1250E-03,+47.5000E-03,+475.0000E-03
-699.5000E-03,+112.5000E-03,+53.7500E-03,+490.6250E-03
-699.0000E-03,+143.7500E-03,+47.5000E-03,+506.2500E-03
-698.5000E-03,+128.1250E-03,+41.2500E-03,+506.2500E-03
-698.0000E-03,+112.5000E-03,+47.5000E-03,+475.0000E-03
-697.5000E-03,+128.1250E-03,+41.2500E-03,+490.6250E-03
-697.0000E-03,+128.1250E-03,+41.2500E-03,+475.0000E-03
-696.5000E-03,+143.7500E-03,+41.2500E-03,+490.6250E-03
-696.0000E-03,+128.1250E-03,+47.5000E-03,+68.7500E-03
-695.5000E-03,+112.5000E-03,+41.2500E-03,+53.1250E-03
-695.0000E-03,+112.5000E-03,+41.2500E-03,+53.1250E-03
-694.5000E-03,+112.5000E-03,+47.5000E-03,+53.1250E-03
-694.0000E-03,+128.1250E-03,+41.2500E-03,+53.1250E-03
-693.5000E-03,+112.5000E-03,+47.5000E-03,+37.5000E-03
-693.0000E-03,+112.5000E-03,+41.2500E-03,+68.7500E-03
-692.5000E-03,+96.8750E-03,+53.7500E-03,+53.1250E-03
-692.0000E-03,+96.8750E-03,+47.5000E-03,+84.3750E-03
-691.5000E-03,+81.2500E-03,+41.2500E-03,+115.6250E-03
-691.0000E-03,+81.2500E-03,+47.5000E-03,+115.6250E-03
-690.5000E-03,+81.2500E-03,+41.2500E-03,+146.8750E-03
-690.0000E-03,+96.8750E-03,+47.5000E-03,+178.1250E-03
-689.5000E-03,+96.8750E-03,+41.2500E-03,+209.3750E-03
-689.0000E-03,+81.2500E-03,+35.0000E-03,+225.0000E-03
-688.5000E-03,+96.8750E-03,+41.2500E-03,+271.8750E-03
-688.0000E-03,+81.2500E-03,+53.7500E-03,+287.5000E-03
-687.5000E-03,+96.8750E-03,+47.5000E-03,+334.3750E-03
-687.0000E-03,+65.6250E-03,+47.5000E-03,+365.6250E-03
-686.5000E-03,+65.6250E-03,+47.5000E-03,+350.0000E-03
-686.0000E-03,+65.6250E-03,+35.0000E-03,+412.5000E-03
-685.5000E-03,+96.8750E-03,+41.2500E-03,+412.5000E-03
-685.0000E-03,+65.6250E-03,+35.0000E-03,+412.5000E-03
-684.5000E-03,+65.6250E-03,+47.5000E-03,+475.0000E-03
-684.0000E-03,+65.6250E-03,+47.5000E-03,+443.7500E-03
-683.5000E-03,+81.2500E-03,+35.0000E-03,+475.0000E-03
-683.0000E-03,+50.0000E-03,+41.2500E-03,+459.3750E-03
-682.5000E-03,+81.2500E-03,+47.5000E-03,+459.3750E-03
-682.0000E-03,+65.6250E-03,+41.2500E-03,+459.3750E-03
-681.5000E-03,+50.0000E-03,+47.5000E-03,+475.0000E-03
-681.0000E-03,+65.6250E-03,+41.2500E-03,+490.6250E-03
-680.5000E-03,+65.6250E-03,+41.2500E-03,+475.0000E-03
-680.0000E-03,+65.6250E-03,+47.5000E-03,+475.0000E-03
-679.5000E-03,+18.7500E-03,+53.7500E-03,+443.7500E-03
-679.0000E-03,+50.0000E-03,+35.0000E-03,+490.6250E-03
-678.5000E-03,+50.0000E-03,+41.2500E-03,+490.6250E-03
-678.0000E-03,+50.0000E-03,+47.5000E-03,+475.0000E-03
-677.5000E-03,+18.7500E-03,+47.5000E-03,+490.6250E-03
-677.0000E-03,+18.7500E-03,+47.5000E-03,+490.6250E-03
-676.5000E-03,+34.3750E-03,+47.5000E-03,+475.0000E-03
-676.0000E-03,+50.0000E-03,+47.5000E-03,+506.2500E-03
-675.5000E-03,+34.3750E-03,+47.5000E-03,+490.6250E-03
-675.0000E-03,+34.3750E-03,+35.0000E-03,+490.6250E-03
-674.5000E-03,+18.7500E-03,+41.2500E-03,+37.5000E-03
-674.0000E-03,+18.7500E-03,+47.5000E-03,+37.5000E-03
-673.5000E-03,+18.7500E-03,+47.5000E-03,+53.1250E-03
-673.0000E-03,+50.0000E-03,+47.5000E-03,+53.1250E-03
-672.5000E-03,+34.3750E-03,+47.5000E-03,+53.1250E-03
-672.0000E-03,+50.0000E-03,+47.5000E-03,+53.1250E-03
-671.5000E-03,+50.0000E-03,+47.5000E-03,+53.1250E-03
-671.0000E-03,+50.0000E-03,+47.5000E-03,+53.1250E-03
-670.5000E-03,+50.0000E-03,+53.7500E-03,+68.7500E-03
-670.0000E-03,+50.0000E-03,+41.2500E-03,+84.3750E-03
-669.5000E-03,+65.6250E-03,+47.5000E-03,+115.6250E-03
-669.0000E-03,+81.2500E-03,+35.0000E-03,+131.2500E-03
-668.5000E-03,+50.0000E-03,+41.2500E-03,+178.1250E-03
-668.0000E-03,+65.6250E-03,+41.2500E-03,+162.5000E-03
-667.5000E-03,+81.2500E-03,+47.5000E-03,+209.3750E-03
-667.0000E-03,+81.2500E-03,+47.5000E-03,+209.3750E-03
-666.5000E-03,+96.8750E-03,+35.0000E-03,+256.2500E-03
-666.0000E-03,+81.2500E-03,+47.5000E-03,+256.2500E-03
-665.5000E-03,+81.2500E-03,+47.5000E-03,+303.1250E-03
-665.0000E-03,+65.6250E-03,+35.0000E-03,+334.3750E-03
-664.5000E-03,+65.6250E-03,+41.2500E-03,+350.0000E-03
-664.0000E-03,+65.6250E-03,+41.2500E-03,+350.0000E-03
-663.5000E-03,+81.2500E-03,+35.0000E-03,+381.2500E-03
-663.0000E-03,+96.8750E-03,+41.2500E-03,+396.8750E-03
-662.5000E-03,+81.2500E-03,+41.2500E-03,+428.1250E-03
-662.0000E-03,+96.8750E-03,+41.2500E-03,+428.1250E-03
-661.5000E-03,+128.1250E-03,+41.2500E-03,+443.7500E-03
-661.0000E-03,+128.1250E-03,+47.5000E-03,+443.7500E-03
-660.5000E-03,+128.1250E-03,+41.2500E-03,+443.7500E-03
-660.0000E-03,+112.5000E-03,+41.2500E-03,+443.7500E-03
-659.5000E-03,+128.1250E-03,+41.2500E-03,+475.0000E-03
-659.0000E-03,+128.1250E-03,+47.5000E-03,+475.0000E-03
-658.5000E-03,+128.1250E-03,+41.2500E-03,+459.3750E-03
-658.0000E-03,+128.1250E-03,+47.5000E-03,+459.3750E-03
-657.5000E-03,+128.1250E-03,+41.2500E-03,+475.0000E-03
-657.0000E-03,+128.1250E-03,+47.5000E-03,+459.3750E-03
-656.5000E-03,+159.3750E-03,+53.7500E-03,+490.6250E-03
-656.0000E-03,+159.3750E-03,+53.7500E-03,+506.2500E-03
-655.5000E-03,+159.3750E-03,+41.2500E-03,+475.0000E-03
-655.0000E-03,+159.3750E-03,+47.5000E-03,+459.3750E-03
-654.5000E-03,+175.0000E-03,+47.5000E-03,+459.3750E-03
-654.0000E-03,+190.6250E-03,+47.5000E-03,+490.6250E-03
-653.5000E-03,+159.3750E-03,+41.2500E-03,+490.6250E-03
-653.0000E-03,+190.6250E-03,+53.7500E-03,+475.0000E-03
-652.5000E-03,+221.8750E-03,+47.5000E-03,+459.3750E-03
-652.0000E-03,+253.1250E-03,+41.2500E-03,+459.3750E-03
-651.5000E-03,+268.7500E-03,+53.7500E-03,+490.6250E-03
-651.0000E-03,+284.3750E-03,+35.0000E-03,+475.0000E-03
-650.5000E-03,+284.3750E-03,+41.2500E-03,+490.6250E-03
-650.0000E-03,+315.6250E-03,+47.5000E-03,+490.6250E-03
-649.5000E-03,+300.0000E-03,+47.5000E-03,+490.6250E-03
-649.0000E-03,+315.6250E-03,+47.5000E-03,+490.6250E-03
-648.5000E-03,+315.6250E-03,+53.7500E-03,+490.6250E-03
-648.0000E-03,+300.0000E-03,+53.7500E-03,+490.6250E-03
-647.5000E-03,+331.2500E-03,+41.2500E-03,+490.6250E-03
-647.0000E-03,+346.8750E-03,+47.5000E-03,+490.6250E-03
-646.5000E-03,+300.0000E-03,+41.2500E-03,+490.6250E-03
