PC_w0,PC_w1,PC_w2,PC_AG,PC_NG,PC_SG,PV_w0,PV_w1,PV_w2,PV_AG,PV_GG,cv_error,synchrony_error
"[4, 131]","[4, 24]","[3, 181]","[1, 20]","[4, 157]","[2, 34]","[2, 153]","[3, 36]","[1, 143]","[4, 64]","[1, 84]",0.984,0.245
"[4, 60]","[0, 217]","[1, 151]","[2, 213]","[0, 245]","[0, 77]","[1, 63]","[0, 162]","[1, 157]","[3, 155]","[3, 226]",0.998,0.161
"[0, 228]","[2, 71]","[1, 179]","[0, 129]","[4, 106]","[2, 103]","[1, 162]","[2, 10]","[1, 47]","[0, 226]","[1, 91]",1.0,
"[4, 77]","[2, 16]","[1, 252]","[2, 66]","[3, 244]","[3, 29]","[0, 185]","[0, 131]","[3, 164]","[1, 12]","[4, 28]",1.0,
"[0, 212]","[2, 89]","[2, 246]","[3, 91]","[1, 101]","[0, 181]","[3, 90]","[0, 26]","[3, 44]","[1, 100]","[1, 42]",1.0,
"[3, 131]","[3, 214]","[1, 103]","[3, 244]","[4, 230]","[4, 208]","[2, 15]","[2, 92]","[2, 151]","[0, 75]","[3, 233]",0.997,
"[0, 148]","[3, 26]","[2, 116]","[1, 110]","[2, 250]","[3, 29]","[2, 108]","[1, 96]","[4, 61]","[1, 34]","[4, 252]",1.0,
"[3, 67]","[3, 205]","[2, 254]","[3, 82]","[4, 23]","[0, 233]","[0, 175]","[2, 152]","[3, 73]","[1, 133]","[1, 129]",0.998,0.117
"[3, 238]","[0, 24]","[0, 129]","[0, 229]","[2, 13]","[4, 67]","[3, 83]","[1, 194]","[2, 116]","[0, 98]","[2, 81]",1.0,
"[1, 238]","[4, 84]","[3, 26]","[1, 140]","[0, 151]","[2, 158]","[2, 192]","[3, 205]","[0, 49]","[4, 214]","[3, 239]",0.997,
"[1, 239]","[4, 156]","[1, 198]","[2, 142]","[4, 74]","[4, 205]","[3, 254]","[3, 138]","[4, 109]","[2, 12]","[4, 132]",1.0,
"[3, 199]","[4, 64]","[0, 205]","[4, 188]","[0, 172]","[4, 113]","[0, 58]","[1, 187]","[1, 161]","[1, 144]","[0, 148]",0.976,0.035
"[2, 180]","[1, 153]","[0, 70]","[4, 192]","[1, 167]","[3, 134]","[0, 206]","[3, 221]","[1, 231]","[1, 249]","[1, 155]",1.0,
"[0, 27]","[1, 251]","[4, 103]","[4, 241]","[3, 230]","[1, 152]","[4, 192]","[2, 84]","[1, 20]","[4, 39]","[2, 219]",1.0,
"[3, 126]","[4, 14]","[1, 212]","[1, 250]","[4, 206]","[4, 227]","[0, 102]","[1, 50]","[4, 218]","[2, 80]","[4, 177]",0.679,0.075
"[2, 17]","[4, 22]","[2, 217]","[0, 75]","[4, 243]","[2, 43]","[3, 27]","[0, 163]","[1, 121]","[4, 73]","[1, 149]",0.998,
"[1, 17]","[1, 39]","[1, 63]","[0, 218]","[4, 189]","[2, 157]","[1, 240]","[2, 37]","[3, 147]","[4, 199]","[3, 128]",1.0,
"[0, 84]","[0, 25]","[4, 119]","[3, 115]","[4, 233]","[3, 93]","[2, 33]","[2, 103]","[4, 156]","[3, 222]","[2, 151]",1.0,
"[4, 137]","[0, 249]","[0, 125]","[2, 212]","[2, 244]","[1, 162]","[3, 242]","[0, 175]","[1, 231]","[4, 21]","[0, 214]",1.0,0.161
"[3, 53]","[4, 135]","[3, 49]","[0, 109]","[4, 29]","[4, 208]","[4, 204]","[4, 243]","[0, 200]","[1, 239]","[2, 131]",0.998,
"[2, 147]","[2, 62]","[2, 107]","[2, 234]","[1, 104]","[2, 141]","[2, 170]","[2, 213]","[2, 195]","[0, 152]","[3, 137]",1.0,
"[3, 49]","[2, 76]","[4, 147]","[4, 81]","[2, 39]","[2, 181]","[2, 18]","[0, 166]","[1, 95]","[4, 59]","[0, 64]",0.531,0.116
"[0, 107]","[0, 231]","[0, 28]","[1, 151]","[3, 177]","[1, 125]","[0, 79]","[4, 212]","[0, 75]","[3, 37]","[1, 89]",1.0,
"[1, 241]","[3, 16]","[0, 118]","[2, 68]","[2, 120]","[3, 23]","[0, 129]","[3, 20]","[0, 86]","[0, 155]","[4, 187]",1.0,
"[1, 152]","[3, 123]","[4, 122]","[3, 13]","[4, 144]","[1, 222]","[3, 106]","[0, 88]","[3, 222]","[0, 178]","[2, 240]",1.0,
"[3, 211]","[4, 93]","[2, 75]","[2, 203]","[2, 235]","[0, 242]","[1, 235]","[0, 117]","[1, 24]","[4, 240]","[0, 247]",1.0,0.225
"[2, 45]","[1, 60]","[1, 250]","[1, 25]","[4, 208]","[0, 220]","[3, 217]","[2, 139]","[0, 184]","[1, 226]","[0, 224]",1.0,
"[2, 36]","[3, 86]","[0, 197]","[0, 247]","[2, 98]","[0, 106]","[4, 128]","[4, 20]","[1, 140]","[2, 246]","[0, 67]",1.0,
"[2, 105]","[3, 73]","[3, 236]","[4, 97]","[4, 176]","[4, 228]","[4, 148]","[0, 31]","[2, 67]","[3, 43]","[1, 13]",1.0,
"[2, 213]","[1, 38]","[2, 188]","[4, 55]","[0, 148]","[1, 120]","[3, 37]","[1, 250]","[2, 47]","[1, 135]","[4, 55]",1.0,
"[0, 17]","[4, 96]","[0, 184]","[3, 247]","[2, 49]","[2, 243]","[1, 194]","[3, 71]","[4, 129]","[2, 91]","[0, 28]",1.0,
"[3, 80]","[2, 202]","[2, 135]","[3, 14]","[2, 158]","[2, 186]","[0, 139]","[4, 115]","[0, 38]","[4, 36]","[4, 244]",0.997,0.39
"[2, 123]","[2, 27]","[2, 90]","[1, 69]","[0, 83]","[3, 103]","[0, 119]","[4, 232]","[4, 37]","[2, 59]","[2, 246]",1.0,
"[2, 211]","[4, 58]","[3, 129]","[4, 174]","[2, 182]","[0, 17]","[0, 13]","[0, 166]","[0, 251]","[3, 136]","[3, 124]",1.0,
"[2, 234]","[0, 82]","[1, 230]","[4, 11]","[3, 231]","[1, 56]","[4, 229]","[1, 28]","[2, 192]","[1, 107]","[1, 37]",1.0,
"[2, 111]","[0, 57]","[3, 131]","[4, 221]","[3, 46]","[4, 101]","[4, 129]","[2, 169]","[3, 77]","[3, 225]","[2, 228]",1.0,
"[1, 159]","[0, 164]","[4, 181]","[4, 158]","[4, 220]","[0, 167]","[2, 189]","[0, 66]","[0, 84]","[4, 174]","[0, 191]",0.995,
"[4, 247]","[0, 214]","[0, 103]","[3, 28]","[4, 197]","[0, 141]","[4, 251]","[1, 31]","[0, 26]","[2, 130]","[4, 158]",1.0,0.097
"[0, 230]","[2, 136]","[1, 198]","[2, 174]","[0, 91]","[2, 200]","[3, 186]","[0, 186]","[3, 117]","[1, 86]","[1, 209]",1.0,
"[3, 164]","[4, 230]","[3, 229]","[3, 194]","[2, 84]","[1, 95]","[1, 249]","[2, 73]","[1, 73]","[2, 109]","[2, 234]",0.997,0.156
"[3, 235]","[4, 43]","[3, 223]","[4, 63]","[4, 45]","[3, 172]","[3, 83]","[2, 25]","[4, 53]","[1, 61]","[4, 14]",1.0,0.035
"[1, 60]","[3, 17]","[4, 201]","[1, 175]","[0, 66]","[0, 61]","[1, 28]","[1, 195]","[1, 237]","[0, 224]","[1, 175]",1.0,
"[3, 96]","[1, 17]","[2, 105]","[2, 230]","[3, 253]","[3, 234]","[3, 174]","[0, 137]","[2, 232]","[3, 99]","[2, 191]",0.999,0.258
"[0, 194]","[1, 91]","[2, 49]","[4, 40]","[3, 172]","[0, 186]","[1, 35]","[3, 170]","[1, 30]","[3, 205]","[3, 174]",1.0,
"[4, 222]","[0, 86]","[2, 52]","[1, 97]","[0, 27]","[0, 85]","[0, 213]","[3, 35]","[4, 193]","[4, 172]","[0, 203]",0.999,0.134
"[3, 52]","[1, 91]","[4, 243]","[0, 61]","[4, 100]","[3, 47]","[2, 24]","[2, 142]","[4, 16]","[1, 141]","[0, 209]",1.0,
"[0, 150]","[1, 215]","[2, 81]","[4, 99]","[3, 83]","[0, 118]","[4, 56]","[0, 176]","[1, 72]","[4, 200]","[2, 166]",1.0,
"[0, 83]","[0, 225]","[4, 120]","[4, 130]","[4, 83]","[4, 221]","[3, 131]","[2, 165]","[0, 174]","[1, 56]","[4, 85]",1.0,
"[2, 233]","[3, 91]","[1, 106]","[3, 84]","[2, 226]","[3, 225]","[1, 197]","[1, 85]","[2, 147]","[4, 24]","[4, 221]",1.0,
"[2, 168]","[1, 80]","[1, 137]","[1, 55]","[3, 171]","[1, 23]","[2, 33]","[3, 144]","[2, 160]","[4, 21]","[4, 84]",1.0,
"[4, 104]","[3, 120]","[0, 171]","[0, 151]","[4, 45]","[4, 195]","[1, 192]","[0, 124]","[2, 220]","[0, 33]","[4, 78]",1.0,
"[2, 56]","[4, 223]","[2, 190]","[2, 30]","[4, 231]","[0, 74]","[2, 93]","[2, 66]","[4, 196]","[2, 174]","[1, 138]",1.0,
"[1, 167]","[1, 33]","[3, 11]","[1, 12]","[1, 236]","[3, 112]","[3, 174]","[2, 96]","[2, 168]","[2, 186]","[2, 219]",1.0,
"[3, 181]","[2, 105]","[4, 227]","[2, 35]","[0, 132]","[0, 197]","[3, 52]","[1, 23]","[3, 98]","[0, 239]","[1, 132]",0.999,
"[1, 248]","[2, 206]","[1, 81]","[3, 226]","[1, 41]","[0, 93]","[0, 180]","[4, 185]","[1, 20]","[1, 178]","[0, 225]",1.0,
"[4, 95]","[4, 39]","[0, 155]","[1, 94]","[1, 172]","[4, 119]","[2, 62]","[2, 209]","[0, 94]","[1, 190]","[4, 172]",0.998,0.075
"[3, 174]","[2, 169]","[2, 162]","[4, 127]","[3, 73]","[3, 64]","[3, 233]","[4, 211]","[3, 14]","[1, 235]","[2, 254]",1.0,0.186
"[1, 19]","[1, 182]","[4, 165]","[2, 241]","[0, 134]","[4, 52]","[3, 175]","[2, 30]","[4, 235]","[3, 125]","[2, 157]",0.999,
"[3, 63]","[0, 125]","[1, 64]","[0, 49]","[4, 248]","[0, 192]","[4, 95]","[0, 72]","[0, 205]","[4, 150]","[3, 131]",1.0,
"[0, 109]","[2, 167]","[2, 134]","[0, 212]","[1, 202]","[3, 219]","[3, 167]","[1, 104]","[1, 21]","[2, 33]","[2, 69]",1.0,
"[1, 55]","[0, 194]","[0, 171]","[2, 83]","[2, 168]","[0, 225]","[3, 115]","[1, 212]","[0, 182]","[4, 73]","[0, 115]",0.0,1.0
"[3, 207]","[0, 52]","[2, 173]","[1, 158]","[2, 233]","[1, 253]","[4, 201]","[0, 101]","[3, 179]","[1, 13]","[1, 94]",0.995,0.051
"[3, 196]","[1, 222]","[0, 133]","[0, 37]","[2, 149]","[0, 58]","[0, 205]","[3, 125]","[0, 160]","[0, 236]","[2, 195]",1.0,
"[2, 145]","[0, 29]","[1, 222]","[0, 106]","[3, 87]","[2, 36]","[0, 116]","[1, 101]","[3, 157]","[3, 14]","[4, 116]",1.0,
"[2, 32]","[1, 116]","[1, 238]","[1, 34]","[4, 56]","[4, 56]","[3, 183]","[3, 47]","[2, 174]","[1, 150]","[1, 80]",1.0,
"[2, 174]","[0, 156]","[1, 120]","[3, 183]","[3, 220]","[4, 217]","[3, 133]","[4, 223]","[4, 14]","[2, 90]","[4, 118]",0.999,
"[2, 221]","[4, 13]","[1, 235]","[2, 231]","[1, 47]","[0, 178]","[0, 12]","[0, 141]","[0, 154]","[3, 137]","[3, 215]",1.0,
"[3, 58]","[0, 115]","[0, 77]","[4, 96]","[4, 181]","[3, 20]","[0, 61]","[0, 220]","[4, 188]","[1, 59]","[2, 22]",1.0,0.163
"[3, 214]","[4, 25]","[3, 253]","[1, 27]","[3, 17]","[3, 201]","[4, 183]","[3, 34]","[1, 218]","[2, 132]","[2, 126]",0.999,
"[2, 19]","[3, 140]","[1, 17]","[2, 59]","[0, 243]","[1, 94]","[4, 214]","[2, 80]","[4, 66]","[3, 98]","[1, 120]",1.0,
"[0, 99]","[4, 86]","[4, 200]","[4, 240]","[1, 206]","[2, 72]","[2, 46]","[4, 32]","[0, 194]","[3, 99]","[3, 160]",1.0,
"[2, 15]","[4, 250]","[4, 111]","[2, 219]","[2, 204]","[0, 208]","[0, 23]","[0, 55]","[1, 76]","[3, 10]","[4, 84]",1.0,
"[2, 157]","[2, 232]","[4, 245]","[3, 40]","[2, 56]","[2, 38]","[3, 202]","[0, 35]","[3, 162]","[4, 139]","[2, 28]",1.0,
"[4, 79]","[0, 76]","[2, 164]","[4, 44]","[1, 26]","[3, 62]","[0, 254]","[1, 209]","[0, 208]","[4, 128]","[2, 26]",1.0,0.163
"[1, 121]","[1, 125]","[1, 106]","[1, 110]","[2, 29]","[1, 60]","[3, 252]","[2, 197]","[3, 179]","[1, 149]","[2, 113]",1.0,
"[1, 103]","[1, 42]","[4, 86]","[1, 104]","[3, 32]","[2, 122]","[3, 63]","[0, 179]","[0, 67]","[0, 201]","[0, 208]",0.0,1.0
"[4, 34]","[3, 80]","[3, 96]","[3, 102]","[4, 26]","[3, 220]","[2, 159]","[4, 244]","[2, 24]","[2, 195]","[2, 127]",1.0,0.199
"[0, 251]","[0, 142]","[4, 186]","[1, 20]","[1, 101]","[2, 89]","[0, 227]","[4, 187]","[2, 11]","[2, 227]","[4, 164]",1.0,
"[4, 131]","[4, 220]","[1, 172]","[3, 190]","[2, 88]","[3, 145]","[1, 208]","[1, 26]","[4, 99]","[3, 149]","[3, 11]",0.986,0.143
"[2, 127]","[4, 106]","[4, 26]","[1, 166]","[4, 108]","[4, 96]","[0, 28]","[2, 113]","[4, 112]","[2, 247]","[1, 217]",1.0,
"[4, 188]","[2, 125]","[3, 24]","[3, 245]","[4, 83]","[2, 146]","[3, 24]","[1, 154]","[1, 112]","[1, 90]","[0, 99]",0.981,0.036
"[1, 126]","[1, 131]","[0, 24]","[0, 166]","[4, 167]","[0, 195]","[2, 126]","[1, 55]","[0, 24]","[2, 72]","[2, 206]",1.0,
"[1, 10]","[4, 56]","[4, 118]","[4, 84]","[1, 217]","[3, 40]","[3, 62]","[2, 214]","[0, 164]","[4, 86]","[0, 66]",0.997,
"[3, 151]","[2, 81]","[0, 24]","[1, 53]","[1, 177]","[4, 45]","[1, 164]","[2, 115]","[3, 129]","[3, 230]","[0, 85]",1.0,
"[1, 73]","[4, 238]","[4, 174]","[1, 34]","[0, 52]","[4, 65]","[0, 198]","[0, 244]","[1, 54]","[4, 45]","[0, 129]",1.0,
"[0, 169]","[0, 121]","[2, 200]","[0, 196]","[4, 56]","[0, 86]","[4, 83]","[4, 220]","[3, 111]","[0, 118]","[1, 245]",1.0,
"[2, 233]","[2, 54]","[1, 139]","[1, 234]","[0, 85]","[4, 169]","[3, 129]","[2, 104]","[2, 144]","[3, 129]","[4, 159]",0.991,
"[3, 68]","[0, 121]","[2, 133]","[0, 147]","[4, 174]","[0, 244]","[0, 105]","[3, 156]","[0, 48]","[2, 185]","[1, 50]",1.0,
"[2, 149]","[2, 53]","[3, 21]","[0, 67]","[4, 65]","[2, 131]","[4, 189]","[0, 252]","[2, 166]","[0, 212]","[4, 244]",1.0,
"[3, 215]","[4, 173]","[1, 181]","[1, 36]","[1, 158]","[0, 14]","[0, 223]","[1, 154]","[1, 161]","[2, 46]","[2, 22]",0.996,0.338
"[1, 238]","[0, 131]","[1, 201]","[4, 237]","[2, 26]","[4, 244]","[0, 10]","[2, 99]","[1, 149]","[1, 118]","[2, 245]",0.997,0.516
"[1, 86]","[0, 170]","[0, 155]","[0, 27]","[4, 22]","[4, 211]","[0, 210]","[2, 67]","[4, 234]","[2, 181]","[1, 93]",1.0,
"[4, 30]","[2, 254]","[4, 167]","[4, 179]","[3, 11]","[1, 170]","[2, 227]","[0, 118]","[0, 232]","[0, 203]","[3, 239]",1.0,
"[3, 211]","[1, 149]","[4, 20]","[4, 218]","[2, 141]","[3, 161]","[2, 181]","[2, 91]","[2, 123]","[3, 130]","[3, 90]",0.965,0.197
"[2, 214]","[1, 133]","[1, 133]","[0, 185]","[2, 88]","[1, 174]","[2, 28]","[4, 94]","[3, 159]","[2, 163]","[4, 54]",1.0,
"[1, 185]","[1, 251]","[4, 199]","[0, 46]","[4, 85]","[1, 94]","[2, 59]","[4, 58]","[0, 58]","[0, 220]","[1, 213]",1.0,
"[3, 56]","[1, 217]","[2, 128]","[3, 130]","[3, 231]","[1, 120]","[0, 105]","[2, 55]","[1, 249]","[4, 32]","[2, 106]",1.0,0.575
"[3, 33]","[4, 11]","[0, 42]","[3, 23]","[1, 249]","[3, 146]","[0, 42]","[4, 78]","[1, 63]","[3, 168]","[4, 144]",1.0,
"[2, 223]","[4, 127]","[0, 93]","[0, 100]","[3, 222]","[3, 103]","[4, 24]","[4, 217]","[3, 199]","[0, 15]","[1, 14]",1.0,
"[1, 84]","[3, 245]","[0, 12]","[2, 88]","[4, 112]","[2, 114]","[4, 37]","[4, 244]","[2, 98]","[4, 235]","[1, 160]",1.0,
"[3, 27]","[3, 110]","[1, 34]","[3, 54]","[1, 100]","[3, 22]","[3, 193]","[0, 88]","[0, 14]","[0, 234]","[1, 105]",1.0,
"[3, 169]","[3, 209]","[1, 127]","[3, 97]","[4, 57]","[0, 103]","[0, 241]","[0, 137]","[2, 42]","[2, 187]","[0, 20]",0.999,0.185
"[1, 97]","[4, 106]","[2, 97]","[0, 105]","[4, 184]","[2, 212]","[3, 90]","[2, 213]","[2, 11]","[4, 180]","[3, 90]",0.998,
"[4, 123]","[1, 226]","[0, 163]","[1, 57]","[0, 236]","[2, 211]","[4, 118]","[0, 115]","[1, 143]","[4, 31]","[4, 119]",0.999,0.121
"[4, 233]","[2, 200]","[4, 17]","[3, 65]","[4, 33]","[2, 158]","[3, 160]","[2, 36]","[0, 110]","[4, 40]","[4, 82]",1.0,0.152
"[0, 103]","[0, 103]","[1, 16]","[0, 26]","[2, 52]","[2, 125]","[3, 88]","[2, 234]","[4, 50]","[0, 246]","[1, 134]",1.0,
"[2, 30]","[4, 45]","[2, 111]","[4, 15]","[1, 205]","[0, 128]","[4, 37]","[2, 62]","[1, 93]","[2, 205]","[4, 89]",0.999,
"[3, 200]","[3, 161]","[4, 215]","[2, 38]","[0, 140]","[3, 240]","[4, 44]","[1, 113]","[4, 50]","[2, 59]","[0, 141]",0.999,0.018
"[3, 180]","[4, 205]","[3, 151]","[0, 164]","[3, 24]","[1, 243]","[4, 91]","[1, 237]","[2, 187]","[4, 183]","[0, 67]",1.0,
"[3, 188]","[3, 236]","[3, 129]","[0, 48]","[0, 105]","[3, 69]","[4, 227]","[2, 219]","[1, 23]","[0, 86]","[3, 82]",1.0,
"[2, 252]","[3, 94]","[0, 221]","[1, 50]","[0, 188]","[0, 76]","[3, 173]","[0, 220]","[1, 63]","[4, 167]","[0, 245]",0.995,
"[1, 20]","[1, 142]","[3, 240]","[4, 156]","[2, 94]","[2, 204]","[4, 157]","[4, 63]","[0, 81]","[4, 123]","[2, 100]",1.0,
"[2, 73]","[0, 49]","[0, 185]","[0, 157]","[2, 92]","[4, 25]","[0, 169]","[3, 110]","[1, 227]","[3, 92]","[1, 222]",1.0,
"[0, 201]","[4, 216]","[4, 103]","[3, 225]","[1, 182]","[2, 158]","[4, 51]","[3, 252]","[4, 45]","[2, 156]","[0, 130]",0.998,
"[4, 125]","[2, 50]","[3, 180]","[0, 106]","[4, 73]","[1, 56]","[0, 140]","[2, 156]","[1, 175]","[1, 112]","[1, 94]",0.968,0.08
"[2, 248]","[2, 165]","[3, 25]","[1, 181]","[1, 110]","[2, 109]","[3, 149]","[4, 122]","[2, 34]","[2, 90]","[0, 196]",1.0,
"[1, 209]","[4, 32]","[1, 82]","[2, 76]","[1, 85]","[1, 85]","[4, 143]","[4, 196]","[0, 184]","[3, 47]","[3, 39]",1.0,
"[3, 111]","[4, 209]","[2, 196]","[1, 169]","[0, 49]","[4, 30]","[0, 36]","[4, 46]","[0, 247]","[2, 211]","[0, 189]",0.837,0.336
"[3, 168]","[1, 14]","[0, 35]","[2, 11]","[0, 98]","[0, 151]","[1, 70]","[3, 151]","[3, 47]","[1, 222]","[0, 93]",1.0,
"[3, 199]","[3, 166]","[2, 146]","[2, 111]","[0, 189]","[3, 32]","[4, 206]","[1, 144]","[3, 70]","[0, 253]","[0, 13]",0.999,0.03
"[4, 89]","[2, 101]","[2, 79]","[4, 134]","[2, 63]","[4, 94]","[1, 118]","[3, 150]","[4, 199]","[2, 56]","[0, 77]",0.998,0.089
"[0, 72]","[1, 24]","[4, 164]","[1, 147]","[4, 47]","[3, 42]","[2, 47]","[2, 199]","[3, 203]","[1, 147]","[0, 195]",1.0,
"[3, 182]","[2, 14]","[2, 72]","[2, 250]","[4, 77]","[4, 156]","[3, 230]","[0, 59]","[2, 172]","[2, 45]","[2, 206]",0.987,0.222
"[0, 92]","[4, 14]","[3, 10]","[0, 192]","[2, 119]","[0, 183]","[4, 64]","[3, 114]","[3, 10]","[4, 214]","[1, 172]",1.0,
"[2, 34]","[3, 146]","[2, 227]","[1, 32]","[1, 155]","[4, 192]","[3, 104]","[2, 122]","[0, 130]","[3, 227]","[1, 131]",0.999,
"[0, 108]","[4, 165]","[1, 176]","[2, 51]","[4, 117]","[2, 114]","[3, 200]","[1, 19]","[0, 229]","[1, 96]","[3, 191]",0.991,
"[4, 229]","[3, 141]","[4, 46]","[0, 58]","[1, 111]","[3, 191]","[4, 252]","[2, 45]","[1, 230]","[4, 23]","[1, 52]",1.0,
"[1, 218]","[4, 169]","[4, 42]","[4, 143]","[0, 240]","[4, 156]","[0, 110]","[2, 161]","[3, 85]","[3, 236]","[0, 25]",1.0,
"[4, 78]","[0, 80]","[2, 242]","[0, 127]","[4, 198]","[3, 108]","[2, 183]","[0, 246]","[4, 155]","[1, 205]","[4, 143]",0.561,0.205
"[4, 169]","[2, 104]","[4, 100]","[0, 29]","[0, 229]","[3, 210]","[3, 56]","[2, 24]","[0, 116]","[4, 174]","[3, 251]",0.988,0.237
"[0, 95]","[4, 90]","[0, 45]","[4, 128]","[3, 214]","[4, 231]","[0, 182]","[4, 231]","[1, 193]","[1, 202]","[3, 243]",1.0,
"[1, 63]","[4, 140]","[4, 127]","[4, 127]","[2, 68]","[2, 102]","[3, 232]","[2, 108]","[4, 31]","[2, 54]","[2, 238]",0.995,
"[4, 96]","[1, 188]","[0, 116]","[0, 82]","[2, 143]","[1, 14]","[3, 162]","[1, 185]","[4, 221]","[4, 253]","[3, 84]",0.982,0.113
"[2, 226]","[3, 227]","[4, 229]","[2, 236]","[4, 237]","[3, 247]","[4, 244]","[3, 12]","[3, 132]","[3, 141]","[0, 211]",1.0,
"[1, 204]","[3, 11]","[3, 151]","[0, 156]","[2, 146]","[0, 16]","[1, 198]","[0, 62]","[1, 213]","[2, 238]","[1, 90]",1.0,
