"PC_w0","PC_w1","PC_w2","PC_AG","PC_NG","PC_SG","PV_w0","PV_w1","PV_w2","PV_AG","PV_GG","error","cv_PC","cv_PV","syn_PC","syn_PV"
"[3, 121]","[3, 216]","[3, 244]","[3, 74]","[3, 163]","[3, 65]","[3, 73]","[3, 38]","[3, 51]","[3, 45]","[3, 48]",0.675,0,0,0.19,0.52
"[3, 154]","[3, 127]","[3, 220]","[3, 230]","[3, 199]","[3, 49]","[3, 63]","[3, 212]","[3, 178]","[3, 196]","[3, 111]",0.6755,0.01,0.01,0.18,0.54
"[3, 100]","[3, 164]","[3, 213]","[3, 162]","[3, 159]","[3, 29]","[3, 114]","[3, 107]","[3, 240]","[3, 57]","[3, 21]",0.6755,0,0.01,0.18,0.52
"[3, 153]","[3, 192]","[3, 191]","[3, 174]","[3, 177]","[3, 204]","[3, 117]","[3, 126]","[3, 37]","[3, 89]","[3, 97]",0.6755,0.01,0,0.17,0.54
"[3, 152]","[3, 51]","[3, 32]","[3, 94]","[3, 184]","[3, 208]","[3, 187]","[3, 90]","[3, 104]","[3, 181]","[3, 192]",0.6755,0.01,0.01,0.18,0.54
"[3, 116]","[3, 247]","[3, 189]","[3, 230]","[3, 81]","[3, 38]","[3, 133]","[3, 122]","[3, 95]","[3, 131]","[3, 149]",0.676,0,0.01,0.19,0.53
"[3, 85]","[3, 216]","[3, 166]","[3, 138]","[3, 113]","[3, 70]","[3, 167]","[3, 158]","[3, 164]","[3, 173]","[3, 86]",0.676,0.02,0.04,0.2,0.57
"[3, 130]","[3, 52]","[3, 78]","[3, 172]","[3, 196]","[3, 16]","[3, 170]","[3, 116]","[3, 75]","[3, 127]","[3, 113]",0.676,0,0,0.17,0.53
"[3, 174]","[3, 244]","[3, 125]","[3, 245]","[3, 192]","[3, 40]","[3, 86]","[3, 149]","[3, 99]","[3, 90]","[3, 36]",0.6765,0.02,0,0.17,0.56
"[3, 155]","[3, 198]","[3, 115]","[3, 99]","[3, 197]","[3, 242]","[3, 151]","[3, 144]","[3, 62]","[3, 121]","[3, 139]",0.6765,0.01,0,0.17,0.55
"[3, 71]","[3, 137]","[3, 29]","[3, 243]","[3, 240]","[3, 106]","[3, 247]","[3, 68]","[3, 42]","[3, 142]","[3, 191]",0.6765,0.02,0.17,0.25,0.65
"[3, 181]","[3, 97]","[3, 150]","[3, 209]","[3, 248]","[3, 238]","[3, 81]","[3, 21]","[3, 69]","[3, 121]","[3, 56]",0.6765,0.03,0,0.16,0.57
"[3, 117]","[3, 101]","[3, 130]","[3, 172]","[3, 134]","[3, 94]","[3, 169]","[3, 60]","[3, 136]","[3, 108]","[3, 69]",0.677,0,0.01,0.18,0.53
"[3, 78]","[3, 52]","[3, 189]","[3, 233]","[3, 204]","[3, 104]","[3, 178]","[3, 245]","[3, 125]","[3, 123]","[3, 128]",0.677,0.02,0.05,0.24,0.54
"[3, 177]","[3, 16]","[3, 171]","[3, 210]","[3, 75]","[3, 158]","[3, 149]","[3, 64]","[3, 91]","[3, 225]","[3, 190]",0.677,0.03,0,0.17,0.57
"[3, 140]","[3, 104]","[3, 112]","[3, 155]","[3, 36]","[3, 57]","[3, 205]","[3, 207]","[3, 110]","[3, 78]","[3, 46]",0.677,0.01,0,0.18,0.54
"[3, 104]","[3, 170]","[3, 192]","[3, 26]","[3, 202]","[3, 172]","[3, 90]","[3, 240]","[3, 151]","[3, 251]","[3, 194]",0.677,0.01,0.02,0.19,0.54
"[3, 142]","[3, 180]","[3, 87]","[3, 125]","[3, 152]","[3, 105]","[3, 45]","[3, 100]","[3, 243]","[3, 180]","[3, 76]",0.677,0.01,0.01,0.18,0.55
"[3, 82]","[3, 52]","[3, 75]","[3, 207]","[3, 87]","[3, 16]","[3, 170]","[3, 73]","[3, 98]","[3, 43]","[3, 37]",0.677,0,0.01,0.19,0.53
"[3, 66]","[3, 164]","[3, 127]","[3, 165]","[3, 118]","[3, 200]","[3, 130]","[3, 130]","[3, 138]","[3, 189]","[3, 222]",0.677,0.02,0.09,0.24,0.57
"[3, 138]","[3, 84]","[3, 79]","[3, 115]","[3, 63]","[3, 170]","[3, 43]","[3, 55]","[3, 43]","[3, 51]","[3, 61]",0.677,0,0,0.18,0.53
"[3, 166]","[3, 27]","[3, 28]","[3, 24]","[3, 247]","[3, 32]","[3, 100]","[3, 184]","[3, 224]","[3, 79]","[3, 19]",0.6775,0.01,0,0.18,0.54
"[3, 70]","[3, 134]","[3, 202]","[3, 165]","[3, 161]","[3, 238]","[3, 240]","[3, 158]","[3, 96]","[3, 216]","[3, 220]",0.6775,0.02,0.14,0.24,0.63
"[3, 142]","[3, 55]","[3, 106]","[3, 144]","[3, 45]","[3, 121]","[3, 85]","[3, 184]","[3, 248]","[3, 228]","[3, 93]",0.678,0.01,0.01,0.18,0.55
"[3, 175]","[3, 98]","[3, 241]","[3, 83]","[3, 61]","[3, 244]","[3, 130]","[3, 252]","[3, 149]","[3, 226]","[3, 40]",0.678,0.07,0,0.19,0.59
"[3, 174]","[3, 128]","[3, 245]","[3, 98]","[3, 193]","[3, 225]","[3, 230]","[3, 126]","[3, 217]","[3, 170]","[3, 56]",0.678,0.02,0,0.17,0.56
"[3, 127]","[3, 110]","[3, 67]","[3, 252]","[3, 131]","[3, 74]","[3, 245]","[3, 92]","[3, 105]","[3, 94]","[3, 83]",0.678,0,0.01,0.19,0.53
"[3, 109]","[3, 59]","[3, 71]","[3, 118]","[3, 93]","[3, 23]","[3, 205]","[3, 192]","[3, 210]","[3, 229]","[3, 119]",0.6785,0,0.01,0.18,0.54
"[3, 116]","[3, 83]","[3, 220]","[3, 183]","[3, 53]","[3, 165]","[3, 240]","[3, 247]","[3, 107]","[3, 91]","[3, 50]",0.6785,0,0,0.18,0.54
"[3, 158]","[3, 224]","[3, 128]","[3, 114]","[3, 53]","[3, 154]","[3, 222]","[3, 194]","[3, 83]","[3, 202]","[3, 199]",0.6785,0.01,0.01,0.18,0.55
"[3, 107]","[3, 186]","[3, 122]","[3, 233]","[3, 117]","[3, 171]","[3, 127]","[3, 225]","[3, 254]","[3, 67]","[3, 17]",0.679,0,0,0.18,0.54
"[3, 177]","[3, 170]","[3, 187]","[3, 186]","[3, 50]","[3, 202]","[3, 33]","[3, 94]","[3, 74]","[3, 192]","[3, 75]",0.679,0.03,0,0.16,0.58
"[3, 176]","[3, 211]","[3, 184]","[3, 84]","[3, 141]","[3, 52]","[3, 69]","[3, 36]","[3, 48]","[3, 104]","[3, 144]",0.679,0.02,0,0.18,0.56
"[3, 169]","[3, 201]","[3, 193]","[3, 200]","[3, 24]","[3, 74]","[3, 211]","[3, 25]","[3, 252]","[3, 253]","[3, 83]",0.679,0.01,0,0.17,0.56
"[3, 167]","[3, 230]","[3, 251]","[3, 212]","[3, 179]","[3, 59]","[3, 68]","[3, 237]","[3, 109]","[3, 102]","[3, 66]",0.679,0.01,0,0.17,0.56
"[3, 155]","[3, 44]","[3, 186]","[3, 216]","[3, 169]","[3, 248]","[3, 133]","[3, 214]","[3, 153]","[3, 236]","[3, 164]",0.679,0.01,0.01,0.18,0.55
"[3, 95]","[3, 183]","[3, 163]","[3, 206]","[3, 80]","[3, 95]","[3, 162]","[3, 126]","[3, 101]","[3, 147]","[3, 99]",0.679,0,0,0.18,0.54
"[3, 98]","[3, 223]","[3, 173]","[3, 55]","[3, 58]","[3, 86]","[3, 106]","[3, 31]","[3, 109]","[3, 139]","[3, 116]",0.6795,0,0.01,0.19,0.54
"[3, 92]","[3, 105]","[3, 228]","[3, 85]","[3, 49]","[3, 184]","[3, 171]","[3, 249]","[3, 169]","[3, 217]","[3, 132]",0.6795,0.01,0.01,0.17,0.56
"[3, 175]","[3, 157]","[3, 108]","[3, 200]","[3, 15]","[3, 99]","[3, 235]","[3, 69]","[3, 39]","[3, 182]","[3, 157]",0.6795,0.02,0,0.17,0.57
"[3, 99]","[3, 124]","[3, 102]","[3, 147]","[3, 106]","[3, 61]","[3, 77]","[3, 222]","[3, 227]","[3, 72]","[3, 18]",0.6795,0,0,0.18,0.54
"[3, 183]","[3, 86]","[3, 242]","[3, 77]","[3, 49]","[3, 159]","[3, 234]","[3, 63]","[3, 65]","[3, 217]","[3, 87]",0.68,0.04,0,0.17,0.59
"[3, 92]","[3, 213]","[3, 97]","[3, 111]","[3, 109]","[3, 20]","[3, 114]","[3, 222]","[3, 201]","[3, 103]","[3, 45]",0.68,0,0.01,0.19,0.54
"[3, 102]","[3, 53]","[3, 213]","[3, 219]","[3, 71]","[3, 51]","[3, 131]","[3, 234]","[3, 96]","[3, 79]","[3, 66]",0.68,0,0.01,0.18,0.55
"[3, 147]","[3, 148]","[3, 54]","[3, 31]","[3, 252]","[3, 40]","[3, 56]","[3, 239]","[3, 37]","[3, 89]","[3, 88]",0.68,0.01,0,0.18,0.55
"[3, 162]","[3, 182]","[3, 68]","[3, 68]","[3, 118]","[3, 197]","[3, 189]","[3, 210]","[3, 146]","[3, 81]","[3, 27]",0.68,0.01,0,0.18,0.56
"[3, 85]","[3, 195]","[3, 239]","[3, 181]","[3, 144]","[3, 42]","[3, 249]","[3, 225]","[3, 113]","[3, 247]","[3, 235]",0.68,0,0.01,0.18,0.55
"[3, 118]","[3, 202]","[3, 123]","[3, 220]","[3, 24]","[3, 232]","[3, 142]","[3, 172]","[3, 76]","[3, 92]","[3, 20]",0.68,0.01,0,0.17,0.56
"[3, 82]","[3, 100]","[3, 30]","[3, 116]","[3, 167]","[3, 60]","[3, 99]","[3, 43]","[3, 66]","[3, 146]","[3, 253]",0.68,0,0.03,0.2,0.54
"[3, 138]","[3, 158]","[3, 206]","[3, 230]","[3, 62]","[3, 73]","[3, 57]","[3, 136]","[3, 59]","[3, 116]","[3, 131]",0.6805,0.01,0,0.19,0.55
"[3, 127]","[3, 111]","[3, 110]","[3, 44]","[3, 24]","[3, 200]","[3, 118]","[3, 32]","[3, 21]","[3, 120]","[3, 199]",0.6805,0.02,0,0.18,0.56
"[3, 131]","[3, 79]","[3, 171]","[3, 110]","[3, 191]","[3, 234]","[3, 111]","[3, 35]","[3, 100]","[3, 131]","[3, 116]",0.6805,0,0.01,0.19,0.54
"[3, 150]","[3, 90]","[3, 79]","[3, 137]","[3, 106]","[3, 28]","[3, 108]","[3, 135]","[3, 155]","[3, 250]","[3, 198]",0.6805,0.01,0.01,0.18,0.56
"[3, 94]","[3, 25]","[3, 76]","[3, 227]","[3, 194]","[3, 83]","[3, 21]","[3, 101]","[3, 147]","[3, 121]","[3, 66]",0.6805,0,0.01,0.2,0.54
"[3, 168]","[3, 40]","[3, 167]","[3, 34]","[3, 215]","[3, 136]","[3, 75]","[3, 199]","[3, 49]","[3, 108]","[3, 124]",0.681,0.01,0,0.18,0.56
"[3, 156]","[3, 216]","[3, 126]","[3, 216]","[3, 157]","[3, 164]","[3, 227]","[3, 18]","[3, 174]","[3, 94]","[3, 17]",0.681,0.01,0,0.17,0.56
"[3, 104]","[3, 131]","[3, 34]","[3, 219]","[3, 155]","[3, 234]","[3, 15]","[3, 58]","[3, 230]","[3, 233]","[3, 102]",0.681,0,0.01,0.18,0.55
"[3, 101]","[3, 92]","[3, 54]","[3, 139]","[3, 186]","[3, 164]","[3, 241]","[3, 63]","[3, 76]","[3, 160]","[3, 144]",0.681,0,0,0.18,0.55
"[3, 161]","[3, 237]","[3, 54]","[3, 236]","[3, 65]","[3, 159]","[3, 203]","[3, 152]","[3, 70]","[3, 123]","[3, 90]",0.681,0.01,0,0.18,0.56
"[3, 144]","[3, 219]","[3, 197]","[3, 190]","[3, 220]","[3, 139]","[3, 165]","[3, 74]","[3, 108]","[3, 112]","[3, 73]",0.681,0.01,0,0.18,0.55
"[3, 180]","[3, 134]","[3, 205]","[3, 123]","[3, 151]","[3, 81]","[3, 251]","[3, 52]","[3, 67]","[3, 244]","[3, 188]",0.681,0.03,0,0.17,0.58
"[3, 173]","[3, 211]","[3, 74]","[3, 20]","[3, 118]","[3, 35]","[3, 63]","[3, 230]","[3, 122]","[3, 192]","[3, 93]",0.681,0.01,0,0.17,0.57
"[3, 163]","[3, 227]","[3, 231]","[3, 133]","[3, 62]","[3, 42]","[3, 138]","[3, 192]","[3, 69]","[3, 132]","[3, 94]",0.681,0.01,0,0.18,0.56
"[3, 90]","[3, 131]","[3, 103]","[3, 226]","[3, 234]","[3, 172]","[3, 210]","[3, 120]","[3, 151]","[3, 168]","[3, 116]",0.681,0,0.01,0.19,0.54
"[3, 156]","[3, 120]","[3, 185]","[3, 129]","[3, 53]","[3, 244]","[3, 145]","[3, 152]","[3, 81]","[3, 239]","[3, 181]",0.681,0.01,0,0.17,0.57
"[3, 124]","[3, 28]","[3, 91]","[3, 128]","[3, 229]","[3, 19]","[3, 244]","[3, 153]","[3, 105]","[3, 215]","[3, 171]",0.681,0,0.01,0.18,0.55
"[3, 116]","[3, 34]","[3, 113]","[3, 209]","[3, 197]","[3, 102]","[3, 88]","[3, 157]","[3, 53]","[3, 164]","[3, 224]",0.6815,0,0.01,0.18,0.55
"[3, 73]","[3, 234]","[3, 82]","[3, 109]","[3, 147]","[3, 58]","[3, 203]","[3, 159]","[3, 65]","[3, 113]","[3, 201]",0.6815,0,0.03,0.21,0.55
"[3, 93]","[3, 85]","[3, 156]","[3, 133]","[3, 231]","[3, 209]","[3, 112]","[3, 179]","[3, 101]","[3, 85]","[3, 77]",0.6815,0.01,0.02,0.2,0.56
"[3, 175]","[3, 80]","[3, 26]","[3, 149]","[3, 170]","[3, 103]","[3, 30]","[3, 202]","[3, 58]","[3, 213]","[3, 185]",0.6815,0.02,0,0.17,0.57
"[3, 67]","[3, 129]","[3, 151]","[3, 195]","[3, 30]","[3, 172]","[3, 57]","[3, 24]","[3, 92]","[3, 162]","[3, 141]",0.6815,0.06,0.18,0.28,0.68
"[3, 149]","[3, 241]","[3, 228]","[3, 43]","[3, 193]","[3, 162]","[3, 29]","[3, 188]","[3, 147]","[3, 175]","[3, 181]",0.6815,0.01,0.03,0.22,0.54
"[3, 82]","[3, 162]","[3, 186]","[3, 155]","[3, 187]","[3, 238]","[3, 96]","[3, 228]","[3, 98]","[3, 120]","[3, 138]",0.6815,0,0.02,0.19,0.55
"[3, 134]","[3, 68]","[3, 169]","[3, 113]","[3, 133]","[3, 64]","[3, 113]","[3, 156]","[3, 49]","[3, 169]","[3, 183]",0.682,0,0,0.18,0.55
"[3, 158]","[3, 212]","[3, 51]","[3, 20]","[3, 177]","[3, 124]","[3, 58]","[3, 77]","[3, 22]","[3, 111]","[3, 148]",0.682,0.01,0,0.18,0.56
"[3, 154]","[3, 148]","[3, 38]","[3, 61]","[3, 154]","[3, 234]","[3, 224]","[3, 91]","[3, 36]","[3, 166]","[3, 253]",0.682,0.01,0,0.17,0.57
"[3, 173]","[3, 47]","[3, 45]","[3, 248]","[3, 238]","[3, 249]","[3, 231]","[3, 89]","[3, 92]","[3, 123]","[3, 57]",0.682,0.02,0,0.18,0.57
"[3, 66]","[3, 44]","[3, 202]","[3, 70]","[3, 191]","[3, 139]","[3, 74]","[3, 15]","[3, 167]","[3, 186]","[3, 170]",0.682,0.02,0.12,0.59,0.28
"[3, 188]","[3, 118]","[3, 86]","[3, 23]","[3, 199]","[3, 123]","[3, 235]","[3, 234]","[3, 20]","[3, 146]","[3, 94]",0.6825,0.03,0,0.17,0.58
"[3, 132]","[3, 77]","[3, 76]","[3, 150]","[3, 113]","[3, 135]","[3, 208]","[3, 101]","[3, 43]","[3, 241]","[3, 213]",0.6825,0.03,0.06,0.2,0.62
"[3, 101]","[3, 136]","[3, 95]","[3, 248]","[3, 155]","[3, 254]","[3, 25]","[3, 75]","[3, 45]","[3, 76]","[3, 72]",0.6825,0,0,0.19,0.55
"[3, 108]","[3, 92]","[3, 214]","[3, 250]","[3, 52]","[3, 219]","[3, 151]","[3, 202]","[3, 27]","[3, 142]","[3, 195]",0.6825,0.02,0,0.18,0.57
"[3, 164]","[3, 98]","[3, 191]","[3, 212]","[3, 108]","[3, 165]","[3, 188]","[3, 119]","[3, 18]","[3, 137]","[3, 186]",0.6825,0.01,0,0.17,0.57
"[3, 114]","[3, 16]","[3, 62]","[3, 212]","[3, 128]","[3, 66]","[3, 193]","[3, 32]","[3, 47]","[3, 195]","[3, 254]",0.6825,0,0,0.17,0.56
"[3, 153]","[3, 216]","[3, 159]","[3, 27]","[3, 104]","[3, 211]","[3, 155]","[3, 189]","[3, 54]","[3, 154]","[3, 202]",0.6825,0.01,0.01,0.18,0.56
"[3, 170]","[3, 245]","[3, 39]","[3, 61]","[3, 254]","[3, 85]","[3, 235]","[3, 209]","[3, 45]","[3, 139]","[3, 128]",0.683,0.01,0,0.18,0.57
"[3, 132]","[3, 222]","[3, 132]","[3, 65]","[3, 240]","[3, 51]","[3, 239]","[3, 23]","[3, 90]","[3, 146]","[3, 130]",0.683,0,0,0.19,0.55
"[3, 125]","[3, 197]","[3, 101]","[3, 86]","[3, 41]","[3, 220]","[3, 92]","[3, 149]","[3, 135]","[3, 229]","[3, 136]",0.683,0,0,0.18,0.56
"[3, 132]","[3, 45]","[3, 168]","[3, 188]","[3, 149]","[3, 162]","[3, 219]","[3, 100]","[3, 109]","[3, 150]","[3, 94]",0.683,0.01,0.02,0.19,0.57
"[3, 163]","[3, 181]","[3, 85]","[3, 187]","[3, 170]","[3, 58]","[3, 160]","[3, 224]","[3, 53]","[3, 175]","[3, 173]",0.683,0.01,0,0.18,0.57
"[3, 159]","[3, 47]","[3, 132]","[3, 79]","[3, 195]","[3, 131]","[3, 189]","[3, 62]","[3, 68]","[3, 169]","[3, 215]",0.683,0.01,0.01,0.19,0.56
"[3, 143]","[3, 15]","[3, 109]","[3, 157]","[3, 124]","[3, 222]","[3, 70]","[3, 64]","[3, 111]","[3, 229]","[3, 141]",0.6835,0.01,0,0.18,0.57
"[3, 75]","[3, 130]","[3, 128]","[3, 200]","[3, 80]","[3, 154]","[3, 159]","[3, 65]","[3, 159]","[3, 136]","[3, 104]",0.6835,0,0.02,0.2,0.55
"[3, 153]","[3, 205]","[3, 238]","[3, 184]","[3, 243]","[3, 58]","[3, 28]","[3, 107]","[3, 62]","[3, 235]","[3, 129]",0.6835,0.03,0.05,0.19,0.62
"[3, 119]","[3, 242]","[3, 133]","[3, 223]","[3, 231]","[3, 67]","[3, 70]","[3, 114]","[3, 178]","[3, 158]","[3, 75]",0.6835,0,0.01,0.19,0.55
"[3, 104]","[3, 197]","[3, 179]","[3, 113]","[3, 211]","[3, 89]","[3, 104]","[3, 221]","[3, 50]","[3, 137]","[3, 168]",0.6835,0,0,0.18,0.55
"[3, 163]","[3, 115]","[3, 101]","[3, 160]","[3, 90]","[3, 77]","[3, 167]","[3, 214]","[3, 145]","[3, 228]","[3, 98]",0.6835,0.01,0,0.17,0.58
"[3, 102]","[3, 149]","[3, 246]","[3, 230]","[3, 229]","[3, 248]","[3, 231]","[3, 83]","[3, 110]","[3, 203]","[3, 144]",0.6835,0,0,0.18,0.56
"[3, 99]","[3, 178]","[3, 59]","[3, 252]","[3, 132]","[3, 113]","[3, 188]","[3, 93]","[3, 79]","[3, 51]","[3, 15]",0.6835,0,0,0.18,0.55
"[3, 113]","[3, 199]","[3, 126]","[3, 111]","[3, 181]","[3, 48]","[3, 129]","[3, 251]","[3, 99]","[3, 217]","[3, 61]",0.684,0.02,0.06,0.2,0.62
"[3, 156]","[3, 79]","[3, 37]","[3, 25]","[3, 210]","[3, 93]","[3, 49]","[3, 206]","[3, 20]","[3, 125]","[3, 171]",0.684,0.01,0,0.18,0.57
"[3, 173]","[3, 31]","[3, 25]","[3, 179]","[3, 208]","[3, 80]","[3, 35]","[3, 104]","[3, 172]","[3, 215]","[3, 27]",0.684,0.02,0,0.17,0.59
"[3, 95]","[3, 220]","[3, 90]","[3, 141]","[3, 242]","[3, 245]","[3, 48]","[3, 41]","[3, 25]","[3, 137]","[3, 253]",0.6845,0,0,0.18,0.56
"[3, 95]","[3, 56]","[3, 135]","[3, 82]","[3, 246]","[3, 139]","[3, 135]","[3, 101]","[3, 69]","[3, 112]","[3, 84]",0.6845,0,0.01,0.2,0.55
"[3, 139]","[3, 249]","[3, 75]","[3, 81]","[3, 208]","[3, 87]","[3, 242]","[3, 168]","[3, 96]","[3, 251]","[3, 237]",0.6845,0,0.01,0.19,0.56
"[3, 170]","[3, 140]","[3, 111]","[3, 148]","[3, 26]","[3, 211]","[3, 240]","[3, 52]","[3, 22]","[3, 142]","[3, 69]",0.6845,0.02,0,0.18,0.58
"[3, 65]","[3, 243]","[3, 58]","[3, 239]","[3, 16]","[3, 186]","[3, 212]","[3, 248]","[3, 237]","[3, 124]","[3, 69]",0.685,0.01,0.07,0.23,0.58
"[3, 165]","[3, 210]","[3, 199]","[3, 57]","[3, 155]","[3, 126]","[3, 61]","[3, 254]","[3, 61]","[3, 191]","[3, 161]",0.685,0.02,0.01,0.18,0.59
"[3, 140]","[3, 193]","[3, 199]","[3, 57]","[3, 224]","[3, 225]","[3, 164]","[3, 76]","[3, 93]","[3, 203]","[3, 198]",0.685,0,0.01,0.18,0.56
"[3, 119]","[3, 145]","[3, 134]","[3, 152]","[3, 148]","[3, 71]","[3, 197]","[3, 216]","[3, 142]","[3, 215]","[3, 115]",0.685,0,0,0.18,0.56
"[3, 87]","[3, 244]","[3, 19]","[3, 150]","[3, 153]","[3, 119]","[3, 190]","[3, 191]","[3, 140]","[3, 100]","[3, 16]",0.6855,0.02,0.04,0.19,0.6
"[3, 152]","[3, 56]","[3, 120]","[3, 157]","[3, 191]","[3, 31]","[3, 154]","[3, 135]","[3, 27]","[3, 106]","[3, 165]",0.6855,0.02,0.02,0.19,0.58
"[3, 138]","[3, 94]","[3, 217]","[3, 48]","[3, 196]","[3, 17]","[3, 144]","[3, 100]","[3, 32]","[3, 169]","[3, 116]",0.686,0.01,0.02,0.19,0.59
"[3, 80]","[3, 139]","[3, 249]","[3, 201]","[3, 232]","[3, 169]","[3, 77]","[3, 15]","[3, 52]","[3, 94]","[3, 110]",0.686,0,0.01,0.2,0.55
"[3, 88]","[3, 113]","[3, 146]","[3, 110]","[3, 119]","[3, 73]","[3, 251]","[3, 217]","[3, 186]","[3, 119]","[3, 33]",0.686,0,0,0.18,0.56
"[3, 77]","[3, 233]","[3, 134]","[3, 156]","[3, 23]","[3, 170]","[3, 130]","[3, 153]","[3, 42]","[3, 90]","[3, 164]",0.686,0,0.01,0.2,0.56
"[3, 91]","[3, 148]","[3, 195]","[3, 89]","[3, 182]","[3, 226]","[3, 157]","[3, 50]","[3, 88]","[3, 227]","[3, 220]",0.686,0,0.01,0.18,0.57
"[3, 146]","[3, 249]","[3, 68]","[3, 94]","[3, 200]","[3, 50]","[3, 154]","[3, 154]","[3, 182]","[3, 125]","[3, 25]",0.686,0.01,0,0.18,0.57
"[3, 153]","[3, 224]","[3, 39]","[3, 210]","[3, 164]","[3, 92]","[3, 135]","[3, 129]","[3, 49]","[3, 125]","[3, 82]",0.686,0.01,0,0.18,0.57
"[3, 90]","[3, 115]","[3, 223]","[3, 42]","[3, 134]","[3, 223]","[3, 40]","[3, 230]","[3, 139]","[3, 251]","[3, 140]",0.686,0,0,0.18,0.57
"[3, 172]","[3, 27]","[3, 52]","[3, 109]","[3, 76]","[3, 45]","[3, 216]","[3, 132]","[3, 90]","[3, 252]","[3, 45]",0.6865,0.01,0,0.16,0.6
"[3, 153]","[3, 56]","[3, 118]","[3, 211]","[3, 234]","[3, 180]","[3, 53]","[3, 104]","[3, 227]","[3, 146]","[3, 39]",0.6865,0.01,0,0.18,0.58
"[3, 94]","[3, 170]","[3, 148]","[3, 34]","[3, 79]","[3, 189]","[3, 175]","[3, 208]","[3, 140]","[3, 236]","[3, 138]",0.6865,0,0.01,0.18,0.57
"[3, 71]","[3, 250]","[3, 137]","[3, 223]","[3, 120]","[3, 134]","[3, 52]","[3, 229]","[3, 91]","[3, 169]","[3, 183]",0.687,0,0.01,0.2,0.55
"[3, 157]","[3, 251]","[3, 85]","[3, 128]","[3, 141]","[3, 54]","[3, 170]","[3, 35]","[3, 136]","[3, 134]","[3, 33]",0.687,0.01,0,0.18,0.58
"[3, 85]","[3, 224]","[3, 235]","[3, 94]","[3, 213]","[3, 132]","[3, 244]","[3, 183]","[3, 156]","[3, 221]","[3, 108]",0.687,0,0,0.18,0.57
"[3, 101]","[3, 225]","[3, 130]","[3, 73]","[3, 21]","[3, 133]","[3, 134]","[3, 73]","[3, 61]","[3, 208]","[3, 153]",0.6875,0,0,0.18,0.57
"[3, 95]","[3, 34]","[3, 126]","[3, 23]","[3, 52]","[3, 161]","[3, 200]","[3, 172]","[3, 55]","[3, 216]","[3, 248]",0.6875,0,0.01,0.19,0.57
"[3, 159]","[3, 232]","[3, 48]","[3, 32]","[3, 234]","[3, 201]","[3, 80]","[3, 252]","[3, 90]","[3, 225]","[3, 187]",0.6875,0.01,0,0.18,0.58
"[3, 119]","[3, 156]","[3, 121]","[3, 59]","[3, 236]","[3, 162]","[3, 49]","[3, 171]","[3, 54]","[3, 160]","[3, 153]",0.6875,0,0,0.18,0.57
"[3, 149]","[3, 16]","[3, 114]","[3, 130]","[3, 68]","[3, 102]","[3, 104]","[3, 232]","[3, 123]","[3, 119]","[3, 18]",0.688,0.01,0,0.18,0.58
"[3, 138]","[3, 80]","[3, 77]","[3, 75]","[3, 143]","[3, 244]","[3, 130]","[3, 183]","[3, 238]","[3, 207]","[3, 59]",0.688,0,0,0.18,0.57
"[3, 124]","[3, 126]","[3, 102]","[3, 88]","[3, 48]","[3, 234]","[3, 50]","[3, 164]","[3, 102]","[3, 119]","[3, 53]",0.688,0,0,0.18,0.58
"[3, 101]","[3, 29]","[3, 66]","[3, 165]","[3, 74]","[3, 183]","[3, 142]","[3, 121]","[3, 169]","[3, 222]","[3, 35]",0.688,0.02,0.05,0.19,0.63
"[3, 75]","[3, 209]","[3, 229]","[3, 135]","[3, 138]","[3, 130]","[3, 60]","[3, 70]","[3, 113]","[3, 189]","[3, 200]",0.688,0,0.02,0.21,0.56
"[3, 115]","[3, 44]","[3, 181]","[3, 132]","[3, 137]","[3, 229]","[3, 185]","[3, 190]","[3, 118]","[3, 210]","[3, 76]",0.688,0,0,0.17,0.58
"[3, 80]","[3, 152]","[3, 96]","[3, 199]","[3, 112]","[3, 253]","[3, 52]","[3, 32]","[3, 56]","[3, 169]","[3, 242]",0.6885,0,0.01,0.2,0.56
"[3, 161]","[3, 185]","[3, 63]","[3, 86]","[3, 167]","[3, 212]","[3, 33]","[3, 121]","[3, 243]","[3, 163]","[3, 15]",0.6885,0.01,0,0.18,0.59
"[3, 101]","[3, 249]","[3, 19]","[3, 148]","[3, 87]","[3, 18]","[3, 159]","[3, 142]","[3, 49]","[3, 184]","[3, 176]",0.6885,0.01,0.01,0.18,0.59
"[3, 179]","[3, 91]","[3, 88]","[3, 33]","[3, 24]","[3, 119]","[3, 200]","[3, 173]","[3, 168]","[3, 204]","[3, 33]",0.6885,0.01,0,0.17,0.6
"[3, 69]","[3, 134]","[3, 185]","[3, 139]","[3, 52]","[3, 236]","[3, 35]","[3, 25]","[3, 82]","[3, 213]","[3, 131]",0.6885,0.02,0.11,0.23,0.65
"[3, 145]","[3, 154]","[3, 174]","[3, 69]","[3, 68]","[3, 143]","[3, 211]","[3, 170]","[3, 22]","[3, 168]","[3, 163]",0.6885,0.02,0.03,0.19,0.61
"[3, 132]","[3, 160]","[3, 141]","[3, 192]","[3, 189]","[3, 161]","[3, 208]","[3, 251]","[3, 56]","[3, 107]","[3, 71]",0.6885,0,0,0.19,0.57
"[3, 169]","[3, 154]","[3, 217]","[3, 227]","[3, 44]","[3, 155]","[3, 219]","[3, 159]","[3, 146]","[3, 251]","[3, 34]",0.689,0.02,0,0.17,0.6
