"PC_w0","PC_w1","PC_w2","PC_AG","PC_NG","PC_SG","PV_w0","PV_w1","PV_w2","PV_AG","PV_GG","error","cv_PC","cv_PV","syn_PC","syn_PV"
"[3, 148]","[3, 100]","[3, 162]","[3, 119]","[3, 86]","[3, 179]","[3, 156]","[3, 37]","[3, 90]","[3, 18]","[3, 59]",0.5385,0.01,0.35,0.18,0.34
"[3, 246]","[3, 242]","[3, 117]","[3, 215]","[3, 209]","[3, 252]","[3, 61]","[3, 182]","[3, 191]","[3, 231]","[3, 214]",0.5385,0,0.04,0.05,0.15
"[3, 239]","[3, 169]","[3, 240]","[3, 243]","[3, 137]","[3, 70]","[3, 187]","[3, 141]","[3, 137]","[3, 110]","[3, 132]",0.5395,0,0.04,0.05,0.15
"[3, 112]","[3, 239]","[3, 114]","[3, 83]","[3, 63]","[3, 250]","[3, 121]","[3, 46]","[3, 60]","[3, 43]","[3, 166]",0.54,0,0.37,0.18,0.35
"[3, 154]","[3, 47]","[3, 147]","[3, 16]","[3, 26]","[3, 250]","[3, 61]","[3, 221]","[3, 253]","[3, 20]","[3, 104]",0.5405,0.02,0.19,0.17,0.2
"[3, 111]","[3, 28]","[3, 206]","[3, 246]","[3, 95]","[3, 137]","[3, 78]","[3, 208]","[3, 225]","[3, 60]","[3, 66]",0.5405,0,0.36,0.17,0.35
"[3, 240]","[3, 45]","[3, 228]","[3, 193]","[3, 58]","[3, 148]","[3, 75]","[3, 36]","[3, 95]","[3, 102]","[3, 168]",0.541,0,0.04,0.06,0.15
"[3, 224]","[3, 186]","[3, 188]","[3, 204]","[3, 57]","[3, 21]","[3, 250]","[3, 87]","[3, 245]","[3, 144]","[3, 64]",0.541,0,0.01,0.04,0.13
"[3, 104]","[3, 188]","[3, 54]","[3, 231]","[3, 234]","[3, 36]","[3, 124]","[3, 133]","[3, 61]","[3, 80]","[3, 224]",0.541,0,0.42,0.18,0.4
"[3, 225]","[3, 120]","[3, 178]","[3, 149]","[3, 70]","[3, 80]","[3, 183]","[3, 83]","[3, 166]","[3, 232]","[3, 222]",0.541,0,0.03,0.05,0.15
"[3, 214]","[3, 222]","[3, 185]","[3, 182]","[3, 204]","[3, 244]","[3, 108]","[3, 123]","[3, 187]","[3, 128]","[3, 119]",0.541,0,0.05,0.05,0.17
"[3, 223]","[3, 239]","[3, 193]","[3, 128]","[3, 181]","[3, 98]","[3, 237]","[3, 32]","[3, 193]","[3, 227]","[3, 181]",0.5415,0,0.03,0.04,0.15
"[3, 201]","[3, 164]","[3, 161]","[3, 38]","[3, 92]","[3, 121]","[3, 79]","[3, 97]","[3, 125]","[3, 140]","[3, 209]",0.542,0.07,0.32,0.17,0.39
"[3, 187]","[3, 206]","[3, 39]","[3, 172]","[3, 243]","[3, 78]","[3, 175]","[3, 246]","[3, 212]","[3, 119]","[3, 137]",0.5425,0.04,0.33,0.17,0.37
"[3, 237]","[3, 95]","[3, 56]","[3, 153]","[3, 133]","[3, 54]","[3, 183]","[3, 114]","[3, 106]","[3, 53]","[3, 70]",0.5425,0,0.04,0.06,0.15
"[3, 252]","[3, 80]","[3, 157]","[3, 177]","[3, 26]","[3, 94]","[3, 87]","[3, 79]","[3, 121]","[3, 165]","[3, 216]",0.5425,0,0.05,0.05,0.16
"[3, 111]","[3, 97]","[3, 141]","[3, 199]","[3, 93]","[3, 58]","[3, 27]","[3, 168]","[3, 249]","[3, 147]","[3, 209]",0.5435,0,0.35,0.18,0.35
"[3, 218]","[3, 203]","[3, 227]","[3, 211]","[3, 82]","[3, 190]","[3, 104]","[3, 84]","[3, 249]","[3, 176]","[3, 105]",0.5435,0,0.03,0.05,0.15
"[3, 233]","[3, 90]","[3, 196]","[3, 179]","[3, 162]","[3, 246]","[3, 115]","[3, 109]","[3, 196]","[3, 178]","[3, 149]",0.544,0.04,0.14,0.09,0.26
"[3, 252]","[3, 228]","[3, 144]","[3, 63]","[3, 87]","[3, 75]","[3, 85]","[3, 248]","[3, 206]","[3, 233]","[3, 179]",0.544,0,0.03,0.05,0.15
"[3, 254]","[3, 149]","[3, 63]","[3, 140]","[3, 109]","[3, 128]","[3, 49]","[3, 149]","[3, 107]","[3, 77]","[3, 103]",0.5445,0,0.03,0.05,0.16
"[3, 183]","[3, 75]","[3, 252]","[3, 212]","[3, 80]","[3, 146]","[3, 59]","[3, 56]","[3, 226]","[3, 193]","[3, 203]",0.545,0.04,0.33,0.17,0.38
"[3, 225]","[3, 243]","[3, 211]","[3, 208]","[3, 22]","[3, 81]","[3, 102]","[3, 187]","[3, 96]","[3, 146]","[3, 207]",0.545,0,0.03,0.05,0.16
"[3, 231]","[3, 118]","[3, 87]","[3, 154]","[3, 158]","[3, 230]","[3, 149]","[3, 66]","[3, 78]","[3, 132]","[3, 100]",0.545,0,0,0.04,0.14
"[3, 65]","[3, 107]","[3, 40]","[3, 44]","[3, 171]","[3, 69]","[3, 118]","[3, 230]","[3, 130]","[3, 192]","[3, 74]",0.5455,0.02,0.14,0.34,0
"[3, 139]","[3, 45]","[3, 68]","[3, 207]","[3, 78]","[3, 241]","[3, 254]","[3, 143]","[3, 216]","[3, 188]","[3, 252]",0.546,0.01,0.34,0.17,0.36
"[3, 205]","[3, 201]","[3, 50]","[3, 200]","[3, 74]","[3, 237]","[3, 19]","[3, 131]","[3, 164]","[3, 198]","[3, 189]",0.5465,0,0.03,0.05,0.17
"[3, 224]","[3, 150]","[3, 77]","[3, 128]","[3, 55]","[3, 23]","[3, 66]","[3, 109]","[3, 119]","[3, 172]","[3, 181]",0.5465,0,0.02,0.05,0.16
"[3, 229]","[3, 71]","[3, 89]","[3, 35]","[3, 32]","[3, 224]","[3, 228]","[3, 217]","[3, 66]","[3, 109]","[3, 236]",0.5465,0,0.06,0.07,0.18
"[3, 238]","[3, 90]","[3, 136]","[3, 126]","[3, 136]","[3, 251]","[3, 127]","[3, 240]","[3, 232]","[3, 120]","[3, 73]",0.5465,0,0.02,0.06,0.15
"[3, 221]","[3, 230]","[3, 162]","[3, 164]","[3, 203]","[3, 206]","[3, 120]","[3, 162]","[3, 98]","[3, 127]","[3, 111]",0.5475,0,0.01,0.04,0.16
"[3, 249]","[3, 149]","[3, 186]","[3, 38]","[3, 57]","[3, 248]","[3, 21]","[3, 91]","[3, 209]","[3, 131]","[3, 87]",0.5475,0,0.03,0.05,0.16
"[3, 216]","[3, 108]","[3, 72]","[3, 177]","[3, 190]","[3, 187]","[3, 243]","[3, 175]","[3, 192]","[3, 161]","[3, 132]",0.5475,0,0.04,0.05,0.18
"[3, 239]","[3, 34]","[3, 41]","[3, 69]","[3, 108]","[3, 123]","[3, 178]","[3, 65]","[3, 225]","[3, 236]","[3, 78]",0.548,0.04,0.17,0.1,0.31
"[3, 243]","[3, 51]","[3, 209]","[3, 93]","[3, 145]","[3, 253]","[3, 108]","[3, 254]","[3, 56]","[3, 32]","[3, 42]",0.5485,0,0.01,0.04,0.17
"[3, 247]","[3, 94]","[3, 203]","[3, 203]","[3, 69]","[3, 210]","[3, 238]","[3, 92]","[3, 44]","[3, 71]","[3, 186]",0.5485,0,0.04,0.05,0.18
"[3, 225]","[3, 113]","[3, 20]","[3, 181]","[3, 118]","[3, 134]","[3, 237]","[3, 36]","[3, 174]","[3, 106]","[3, 42]",0.549,0,0,0.04,0.16
"[3, 204]","[3, 245]","[3, 110]","[3, 99]","[3, 68]","[3, 203]","[3, 36]","[3, 174]","[3, 238]","[3, 187]","[3, 131]",0.5495,0,0.03,0.05,0.18
"[3, 96]","[3, 111]","[3, 17]","[3, 150]","[3, 189]","[3, 90]","[3, 122]","[3, 122]","[3, 244]","[3, 47]","[3, 90]",0.55,0,0.26,0.18,0.28
"[3, 211]","[3, 193]","[3, 122]","[3, 121]","[3, 43]","[3, 60]","[3, 88]","[3, 186]","[3, 16]","[3, 35]","[3, 125]",0.55,0,0.02,0.05,0.17
"[3, 121]","[3, 91]","[3, 158]","[3, 221]","[3, 107]","[3, 219]","[3, 62]","[3, 71]","[3, 165]","[3, 50]","[3, 244]",0.55,0,0.23,0.18,0.25
"[3, 246]","[3, 150]","[3, 73]","[3, 80]","[3, 250]","[3, 114]","[3, 190]","[3, 194]","[3, 222]","[3, 185]","[3, 99]",0.5505,0,0.01,0.04,0.17
"[3, 230]","[3, 241]","[3, 28]","[3, 221]","[3, 88]","[3, 201]","[3, 251]","[3, 92]","[3, 230]","[3, 249]","[3, 165]",0.5505,0,0.02,0.05,0.18
"[3, 122]","[3, 34]","[3, 101]","[3, 95]","[3, 23]","[3, 243]","[3, 35]","[3, 33]","[3, 172]","[3, 48]","[3, 23]",0.5505,0.29,0.23,0.16,0.56
"[3, 101]","[3, 20]","[3, 140]","[3, 228]","[3, 169]","[3, 67]","[3, 72]","[3, 19]","[3, 212]","[3, 85]","[3, 206]",0.5505,0,0.27,0.19,0.29
"[3, 128]","[3, 224]","[3, 96]","[3, 101]","[3, 88]","[3, 94]","[3, 79]","[3, 50]","[3, 229]","[3, 197]","[3, 219]",0.551,0.08,0.36,0.22,0.42
"[3, 174]","[3, 103]","[3, 18]","[3, 233]","[3, 89]","[3, 179]","[3, 155]","[3, 191]","[3, 103]","[3, 104]","[3, 237]",0.5515,0.02,0.33,0.17,0.38
"[3, 164]","[3, 252]","[3, 86]","[3, 187]","[3, 193]","[3, 194]","[3, 84]","[3, 208]","[3, 199]","[3, 229]","[3, 158]",0.552,0.18,0.43,0.22,0.59
"[3, 225]","[3, 143]","[3, 207]","[3, 239]","[3, 188]","[3, 132]","[3, 25]","[3, 158]","[3, 198]","[3, 61]","[3, 27]",0.552,0,0.01,0.05,0.16
"[3, 225]","[3, 249]","[3, 21]","[3, 121]","[3, 30]","[3, 177]","[3, 24]","[3, 172]","[3, 103]","[3, 78]","[3, 68]",0.552,0,0.01,0.05,0.17
"[3, 216]","[3, 223]","[3, 202]","[3, 165]","[3, 42]","[3, 50]","[3, 232]","[3, 96]","[3, 110]","[3, 237]","[3, 243]",0.5525,0,0.01,0.05,0.17
"[3, 164]","[3, 153]","[3, 228]","[3, 210]","[3, 112]","[3, 132]","[3, 180]","[3, 183]","[3, 208]","[3, 92]","[3, 201]",0.5525,0.01,0.25,0.17,0.31
"[3, 219]","[3, 104]","[3, 20]","[3, 79]","[3, 58]","[3, 31]","[3, 171]","[3, 246]","[3, 157]","[3, 242]","[3, 230]",0.5525,0,0.03,0.05,0.19
"[3, 237]","[3, 161]","[3, 173]","[3, 86]","[3, 55]","[3, 44]","[3, 142]","[3, 195]","[3, 93]","[3, 147]","[3, 153]",0.553,0,0.01,0.05,0.17
"[3, 64]","[3, 120]","[3, 236]","[3, 234]","[3, 107]","[3, 49]","[3, 58]","[3, 96]","[3, 182]","[3, 96]","[3, 50]",0.553,0.03,0.11,0.36,0
"[3, 227]","[3, 112]","[3, 240]","[3, 209]","[3, 54]","[3, 245]","[3, 146]","[3, 214]","[3, 126]","[3, 191]","[3, 196]",0.5535,0.01,0.02,0.06,0.19
"[3, 224]","[3, 215]","[3, 169]","[3, 149]","[3, 219]","[3, 178]","[3, 27]","[3, 233]","[3, 101]","[3, 140]","[3, 149]",0.5535,0,0.01,0.05,0.18
"[3, 236]","[3, 119]","[3, 167]","[3, 42]","[3, 222]","[3, 224]","[3, 168]","[3, 48]","[3, 132]","[3, 145]","[3, 144]",0.5535,0,0.02,0.06,0.18
"[3, 241]","[3, 175]","[3, 184]","[3, 227]","[3, 191]","[3, 23]","[3, 49]","[3, 223]","[3, 104]","[3, 106]","[3, 82]",0.554,0,0.01,0.04,0.18
"[3, 216]","[3, 219]","[3, 182]","[3, 67]","[3, 145]","[3, 179]","[3, 84]","[3, 152]","[3, 106]","[3, 195]","[3, 215]",0.5545,0,0.02,0.06,0.18
"[3, 229]","[3, 230]","[3, 122]","[3, 68]","[3, 92]","[3, 131]","[3, 42]","[3, 160]","[3, 223]","[3, 149]","[3, 68]",0.5545,0,0.01,0.05,0.19
"[3, 241]","[3, 114]","[3, 196]","[3, 144]","[3, 206]","[3, 28]","[3, 243]","[3, 76]","[3, 145]","[3, 62]","[3, 27]",0.5545,0,0,0.05,0.18
"[3, 222]","[3, 112]","[3, 231]","[3, 51]","[3, 196]","[3, 229]","[3, 186]","[3, 122]","[3, 168]","[3, 222]","[3, 116]",0.555,0,0.01,0.04,0.19
"[3, 239]","[3, 126]","[3, 100]","[3, 200]","[3, 210]","[3, 38]","[3, 148]","[3, 24]","[3, 80]","[3, 52]","[3, 34]",0.555,0,0,0.05,0.18
"[3, 196]","[3, 254]","[3, 222]","[3, 60]","[3, 86]","[3, 137]","[3, 135]","[3, 85]","[3, 169]","[3, 157]","[3, 92]",0.555,0,0.01,0.05,0.18
"[3, 157]","[3, 253]","[3, 82]","[3, 149]","[3, 50]","[3, 168]","[3, 54]","[3, 88]","[3, 242]","[3, 63]","[3, 220]",0.555,0.01,0.21,0.17,0.26
"[3, 180]","[3, 101]","[3, 229]","[3, 119]","[3, 168]","[3, 221]","[3, 134]","[3, 47]","[3, 242]","[3, 34]","[3, 246]",0.555,0.03,0.17,0.17,0.24
"[3, 236]","[3, 54]","[3, 78]","[3, 215]","[3, 181]","[3, 56]","[3, 121]","[3, 189]","[3, 140]","[3, 242]","[3, 211]",0.5555,0,0.01,0.04,0.19
"[3, 212]","[3, 251]","[3, 130]","[3, 165]","[3, 241]","[3, 143]","[3, 92]","[3, 222]","[3, 99]","[3, 154]","[3, 116]",0.5555,0,0,0.05,0.18
"[3, 253]","[3, 230]","[3, 139]","[3, 114]","[3, 194]","[3, 121]","[3, 148]","[3, 19]","[3, 104]","[3, 91]","[3, 69]",0.5555,0,0.01,0.05,0.18
"[3, 135]","[3, 18]","[3, 162]","[3, 209]","[3, 157]","[3, 203]","[3, 58]","[3, 228]","[3, 170]","[3, 126]","[3, 199]",0.5555,0,0.31,0.17,0.36
"[3, 215]","[3, 153]","[3, 199]","[3, 201]","[3, 193]","[3, 142]","[3, 135]","[3, 210]","[3, 76]","[3, 50]","[3, 53]",0.5555,0,0.01,0.05,0.18
"[3, 253]","[3, 226]","[3, 106]","[3, 131]","[3, 243]","[3, 208]","[3, 92]","[3, 72]","[3, 65]","[3, 178]","[3, 171]",0.556,0,0,0.04,0.19
"[3, 241]","[3, 129]","[3, 196]","[3, 100]","[3, 76]","[3, 25]","[3, 37]","[3, 47]","[3, 209]","[3, 151]","[3, 88]",0.556,0.01,0.03,0.05,0.2
"[3, 233]","[3, 132]","[3, 221]","[3, 15]","[3, 60]","[3, 76]","[3, 108]","[3, 99]","[3, 220]","[3, 47]","[3, 27]",0.5565,0,0.02,0.06,0.19
"[3, 225]","[3, 111]","[3, 35]","[3, 144]","[3, 105]","[3, 92]","[3, 37]","[3, 34]","[3, 40]","[3, 153]","[3, 164]",0.5565,0,0,0.04,0.19
"[3, 243]","[3, 201]","[3, 253]","[3, 156]","[3, 157]","[3, 207]","[3, 18]","[3, 108]","[3, 232]","[3, 243]","[3, 150]",0.5565,0,0.02,0.06,0.19
"[3, 253]","[3, 196]","[3, 80]","[3, 254]","[3, 178]","[3, 254]","[3, 138]","[3, 119]","[3, 173]","[3, 128]","[3, 57]",0.5565,0,0,0.05,0.18
"[3, 224]","[3, 185]","[3, 200]","[3, 189]","[3, 46]","[3, 230]","[3, 166]","[3, 71]","[3, 141]","[3, 177]","[3, 193]",0.557,0,0.03,0.06,0.2
"[3, 247]","[3, 99]","[3, 123]","[3, 196]","[3, 193]","[3, 194]","[3, 178]","[3, 152]","[3, 44]","[3, 117]","[3, 219]",0.557,0,0.01,0.05,0.19
"[3, 156]","[3, 57]","[3, 78]","[3, 149]","[3, 226]","[3, 79]","[3, 117]","[3, 88]","[3, 125]","[3, 57]","[3, 105]",0.557,0.01,0.32,0.19,0.37
"[3, 228]","[3, 157]","[3, 16]","[3, 215]","[3, 25]","[3, 17]","[3, 186]","[3, 152]","[3, 102]","[3, 192]","[3, 165]",0.557,0,0.01,0.05,0.18
"[3, 130]","[3, 115]","[3, 185]","[3, 246]","[3, 237]","[3, 183]","[3, 191]","[3, 138]","[3, 253]","[3, 69]","[3, 71]",0.5575,0,0.32,0.19,0.36
"[3, 242]","[3, 102]","[3, 218]","[3, 173]","[3, 209]","[3, 156]","[3, 17]","[3, 197]","[3, 116]","[3, 209]","[3, 241]",0.5575,0,0.03,0.06,0.19
"[3, 251]","[3, 91]","[3, 141]","[3, 37]","[3, 161]","[3, 190]","[3, 181]","[3, 88]","[3, 102]","[3, 62]","[3, 28]",0.5575,0,0,0.06,0.18
"[3, 165]","[3, 52]","[3, 54]","[3, 177]","[3, 17]","[3, 23]","[3, 73]","[3, 200]","[3, 173]","[3, 154]","[3, 220]",0.5575,0.01,0.29,0.17,0.37
"[3, 228]","[3, 155]","[3, 104]","[3, 194]","[3, 242]","[3, 112]","[3, 237]","[3, 24]","[3, 229]","[3, 252]","[3, 98]",0.5575,0,0.01,0.05,0.19
"[3, 222]","[3, 121]","[3, 201]","[3, 84]","[3, 27]","[3, 118]","[3, 215]","[3, 130]","[3, 51]","[3, 130]","[3, 20]",0.5575,0.01,0,0.05,0.19
"[3, 243]","[3, 41]","[3, 110]","[3, 237]","[3, 74]","[3, 19]","[3, 122]","[3, 177]","[3, 122]","[3, 252]","[3, 40]",0.558,0,0,0.04,0.19
"[3, 236]","[3, 224]","[3, 215]","[3, 245]","[3, 44]","[3, 45]","[3, 252]","[3, 73]","[3, 108]","[3, 177]","[3, 45]",0.558,0,0,0.04,0.2
"[3, 254]","[3, 179]","[3, 114]","[3, 82]","[3, 145]","[3, 162]","[3, 29]","[3, 29]","[3, 204]","[3, 229]","[3, 148]",0.558,0,0.01,0.05,0.2
"[3, 168]","[3, 198]","[3, 69]","[3, 63]","[3, 251]","[3, 230]","[3, 254]","[3, 49]","[3, 140]","[3, 163]","[3, 251]",0.5585,0.07,0.35,0.2,0.45
"[3, 217]","[3, 77]","[3, 247]","[3, 218]","[3, 222]","[3, 240]","[3, 130]","[3, 77]","[3, 179]","[3, 242]","[3, 202]",0.5585,0.01,0.07,0.08,0.24
"[3, 226]","[3, 148]","[3, 53]","[3, 79]","[3, 153]","[3, 21]","[3, 250]","[3, 32]","[3, 49]","[3, 102]","[3, 174]",0.559,0,0.01,0.06,0.19
"[3, 158]","[3, 41]","[3, 225]","[3, 171]","[3, 85]","[3, 24]","[3, 189]","[3, 196]","[3, 226]","[3, 187]","[3, 242]",0.559,0.01,0.3,0.18,0.37
"[3, 241]","[3, 173]","[3, 66]","[3, 225]","[3, 81]","[3, 104]","[3, 154]","[3, 136]","[3, 227]","[3, 195]","[3, 85]",0.559,0,0.01,0.05,0.19
"[3, 218]","[3, 124]","[3, 85]","[3, 78]","[3, 174]","[3, 73]","[3, 241]","[3, 53]","[3, 103]","[3, 252]","[3, 97]",0.5595,0,0.02,0.04,0.22
"[3, 216]","[3, 121]","[3, 191]","[3, 161]","[3, 86]","[3, 64]","[3, 94]","[3, 62]","[3, 36]","[3, 127]","[3, 105]",0.56,0,0,0.04,0.2
"[3, 249]","[3, 176]","[3, 200]","[3, 23]","[3, 68]","[3, 128]","[3, 162]","[3, 29]","[3, 175]","[3, 205]","[3, 68]",0.56,0,0,0.04,0.2
"[3, 237]","[3, 108]","[3, 94]","[3, 225]","[3, 122]","[3, 75]","[3, 19]","[3, 146]","[3, 42]","[3, 119]","[3, 117]",0.56,0,0,0.05,0.19
"[3, 236]","[3, 190]","[3, 36]","[3, 163]","[3, 182]","[3, 136]","[3, 49]","[3, 177]","[3, 132]","[3, 204]","[3, 175]",0.5605,0,0.01,0.05,0.2
"[3, 230]","[3, 124]","[3, 206]","[3, 233]","[3, 119]","[3, 245]","[3, 75]","[3, 247]","[3, 178]","[3, 95]","[3, 41]",0.5605,0.02,0.04,0.06,0.23
"[3, 166]","[3, 111]","[3, 129]","[3, 252]","[3, 157]","[3, 171]","[3, 232]","[3, 197]","[3, 112]","[3, 59]","[3, 208]",0.5605,0.01,0.23,0.17,0.32
"[3, 225]","[3, 106]","[3, 159]","[3, 153]","[3, 37]","[3, 36]","[3, 82]","[3, 181]","[3, 130]","[3, 182]","[3, 112]",0.5605,0,0,0.04,0.2
"[3, 225]","[3, 129]","[3, 202]","[3, 67]","[3, 175]","[3, 26]","[3, 27]","[3, 54]","[3, 126]","[3, 171]","[3, 165]",0.561,0,0.02,0.06,0.2
"[3, 249]","[3, 225]","[3, 106]","[3, 246]","[3, 228]","[3, 224]","[3, 136]","[3, 117]","[3, 33]","[3, 147]","[3, 166]",0.561,0,0.01,0.05,0.2
"[3, 69]","[3, 149]","[3, 229]","[3, 129]","[3, 108]","[3, 168]","[3, 194]","[3, 211]","[3, 122]","[3, 15]","[3, 248]",0.561,0.02,0.28,0.24,0.3
"[3, 84]","[3, 191]","[3, 137]","[3, 73]","[3, 166]","[3, 176]","[3, 232]","[3, 61]","[3, 57]","[3, 74]","[3, 226]",0.561,0,0.35,0.19,0.41
"[3, 129]","[3, 163]","[3, 126]","[3, 106]","[3, 82]","[3, 157]","[3, 239]","[3, 99]","[3, 234]","[3, 178]","[3, 236]",0.561,0,0.29,0.18,0.35
"[3, 75]","[3, 212]","[3, 103]","[3, 157]","[3, 155]","[3, 77]","[3, 218]","[3, 147]","[3, 180]","[3, 30]","[3, 230]",0.561,0,0.2,0.2,0.25
"[3, 136]","[3, 189]","[3, 61]","[3, 214]","[3, 34]","[3, 217]","[3, 179]","[3, 189]","[3, 226]","[3, 52]","[3, 202]",0.561,0,0.2,0.18,0.27
"[3, 238]","[3, 204]","[3, 177]","[3, 196]","[3, 76]","[3, 101]","[3, 108]","[3, 102]","[3, 115]","[3, 187]","[3, 45]",0.5615,0,0,0.04,0.21
"[3, 235]","[3, 158]","[3, 186]","[3, 92]","[3, 87]","[3, 164]","[3, 79]","[3, 133]","[3, 53]","[3, 147]","[3, 155]",0.5615,0,0,0.05,0.2
"[3, 254]","[3, 63]","[3, 37]","[3, 233]","[3, 247]","[3, 97]","[3, 234]","[3, 118]","[3, 40]","[3, 178]","[3, 24]",0.5615,0,0,0.04,0.2
"[3, 107]","[3, 247]","[3, 54]","[3, 19]","[3, 225]","[3, 231]","[3, 227]","[3, 247]","[3, 220]","[3, 222]","[3, 248]",0.5615,0.02,0.31,0.18,0.4
"[3, 234]","[3, 111]","[3, 131]","[3, 89]","[3, 115]","[3, 246]","[3, 185]","[3, 208]","[3, 36]","[3, 144]","[3, 227]",0.5615,0,0,0.05,0.2
"[3, 231]","[3, 100]","[3, 168]","[3, 98]","[3, 216]","[3, 57]","[3, 18]","[3, 41]","[3, 89]","[3, 184]","[3, 135]",0.5615,0,0,0.05,0.2
"[3, 76]","[3, 170]","[3, 222]","[3, 253]","[3, 89]","[3, 251]","[3, 71]","[3, 104]","[3, 201]","[3, 124]","[3, 185]",0.5615,0,0.35,0.21,0.39
"[3, 229]","[3, 80]","[3, 206]","[3, 235]","[3, 235]","[3, 240]","[3, 29]","[3, 141]","[3, 214]","[3, 253]","[3, 176]",0.562,0.01,0.05,0.07,0.23
"[3, 253]","[3, 50]","[3, 202]","[3, 182]","[3, 58]","[3, 111]","[3, 150]","[3, 128]","[3, 133]","[3, 246]","[3, 143]",0.562,0,0,0.04,0.21
"[3, 74]","[3, 229]","[3, 17]","[3, 162]","[3, 25]","[3, 213]","[3, 99]","[3, 131]","[3, 251]","[3, 36]","[3, 167]",0.5625,0,0.17,0.2,0.22
"[3, 201]","[3, 183]","[3, 199]","[3, 181]","[3, 205]","[3, 179]","[3, 82]","[3, 20]","[3, 38]","[3, 153]","[3, 63]",0.5625,0,0,0.04,0.21
"[3, 250]","[3, 178]","[3, 195]","[3, 90]","[3, 204]","[3, 189]","[3, 55]","[3, 235]","[3, 96]","[3, 155]","[3, 118]",0.563,0,0,0.05,0.2
"[3, 231]","[3, 216]","[3, 28]","[3, 201]","[3, 95]","[3, 192]","[3, 80]","[3, 170]","[3, 186]","[3, 194]","[3, 59]",0.5635,0,0,0.05,0.2
"[3, 245]","[3, 64]","[3, 165]","[3, 227]","[3, 53]","[3, 222]","[3, 53]","[3, 236]","[3, 115]","[3, 163]","[3, 116]",0.5635,0,0.01,0.05,0.21
"[3, 102]","[3, 168]","[3, 211]","[3, 244]","[3, 196]","[3, 179]","[3, 149]","[3, 201]","[3, 159]","[3, 132]","[3, 191]",0.5635,0,0.3,0.18,0.38
"[3, 221]","[3, 83]","[3, 230]","[3, 126]","[3, 109]","[3, 48]","[3, 78]","[3, 41]","[3, 206]","[3, 205]","[3, 134]",0.5635,0,0.02,0.06,0.2
"[3, 190]","[3, 163]","[3, 130]","[3, 187]","[3, 99]","[3, 229]","[3, 138]","[3, 77]","[3, 79]","[3, 22]","[3, 108]",0.5635,0.04,0.21,0.17,0.33
"[3, 236]","[3, 112]","[3, 179]","[3, 142]","[3, 233]","[3, 206]","[3, 31]","[3, 158]","[3, 59]","[3, 223]","[3, 209]",0.5635,0,0,0.05,0.21
"[3, 222]","[3, 215]","[3, 185]","[3, 131]","[3, 143]","[3, 126]","[3, 134]","[3, 117]","[3, 102]","[3, 207]","[3, 148]",0.564,0,0,0.05,0.21
"[3, 248]","[3, 75]","[3, 201]","[3, 190]","[3, 48]","[3, 57]","[3, 201]","[3, 56]","[3, 110]","[3, 150]","[3, 78]",0.564,0,0,0.05,0.21
"[3, 221]","[3, 254]","[3, 131]","[3, 117]","[3, 220]","[3, 251]","[3, 188]","[3, 169]","[3, 45]","[3, 82]","[3, 57]",0.5645,0,0,0.05,0.21
"[3, 111]","[3, 123]","[3, 250]","[3, 100]","[3, 161]","[3, 110]","[3, 226]","[3, 174]","[3, 42]","[3, 36]","[3, 207]",0.5645,0,0.28,0.18,0.36
"[3, 221]","[3, 196]","[3, 184]","[3, 236]","[3, 254]","[3, 209]","[3, 223]","[3, 85]","[3, 183]","[3, 164]","[3, 58]",0.5655,0,0,0.05,0.21
"[3, 217]","[3, 92]","[3, 120]","[3, 176]","[3, 254]","[3, 198]","[3, 153]","[3, 17]","[3, 185]","[3, 225]","[3, 131]",0.5655,0,0.01,0.05,0.22
"[3, 72]","[3, 200]","[3, 101]","[3, 179]","[3, 254]","[3, 143]","[3, 166]","[3, 228]","[3, 249]","[3, 21]","[3, 174]",0.5655,0,0.13,0.21,0.18
"[3, 248]","[3, 99]","[3, 185]","[3, 248]","[3, 44]","[3, 53]","[3, 211]","[3, 100]","[3, 142]","[3, 156]","[3, 97]",0.566,0,0.01,0.05,0.22
"[3, 207]","[3, 244]","[3, 75]","[3, 63]","[3, 210]","[3, 71]","[3, 89]","[3, 99]","[3, 98]","[3, 126]","[3, 86]",0.566,0.02,0.05,0.07,0.26
"[3, 114]","[3, 217]","[3, 207]","[3, 108]","[3, 147]","[3, 235]","[3, 58]","[3, 236]","[3, 84]","[3, 75]","[3, 237]",0.566,0,0.27,0.19,0.35
"[3, 245]","[3, 128]","[3, 153]","[3, 21]","[3, 252]","[3, 115]","[3, 245]","[3, 242]","[3, 175]","[3, 189]","[3, 32]",0.566,0,0,0.05,0.21
"[3, 187]","[3, 134]","[3, 142]","[3, 46]","[3, 53]","[3, 96]","[3, 15]","[3, 194]","[3, 213]","[3, 200]","[3, 198]",0.566,0.04,0.27,0.17,0.41
"[3, 245]","[3, 32]","[3, 181]","[3, 180]","[3, 242]","[3, 29]","[3, 113]","[3, 44]","[3, 141]","[3, 203]","[3, 109]",0.5665,0,0.01,0.06,0.22
"[3, 243]","[3, 233]","[3, 24]","[3, 106]","[3, 81]","[3, 90]","[3, 227]","[3, 196]","[3, 23]","[3, 127]","[3, 153]",0.5665,0,0,0.05,0.22
"[3, 250]","[3, 251]","[3, 140]","[3, 44]","[3, 140]","[3, 180]","[3, 150]","[3, 146]","[3, 19]","[3, 134]","[3, 160]",0.5665,0,0,0.05,0.22
