PC_w0,PC_w1,PC_w2,PC_AG,PC_NG,PC_SG,PV_w0,PV_w1,PV_w2,PV_AG,PV_GG,error,cv_PC,cv_PV,syn_PC,syn_PV
"[3, 93]","[1, 50]","[3, 38]","[4, 132]","[1, 126]","[1, 207]","[2, 168]","[1, 159]","[4, 53]","[4, 32]","[3, 247]",0.503,0.01,0.7,0.32,0.4
"[4, 141]","[3, 204]","[0, 148]","[3, 68]","[1, 112]","[3, 243]","[0, 133]","[3, 184]","[4, 96]","[3, 23]","[0, 92]",0.5640000000000001,0.0,0.0,0.05,0.2
"[3, 199]","[0, 235]","[2, 133]","[1, 42]","[2, 224]","[4, 227]","[2, 64]","[0, 105]","[4, 91]","[0, 129]","[2, 129]",,0.0,0.0,,
"[4, 122]","[3, 199]","[0, 84]","[0, 141]","[0, 154]","[1, 93]","[1, 159]","[1, 223]","[2, 24]","[0, 217]","[3, 220]",,0.0,0.0,0.06,
"[0, 172]","[2, 98]","[4, 67]","[2, 216]","[1, 144]","[3, 149]","[3, 210]","[0, 224]","[1, 163]","[3, 142]","[2, 164]",,0.0,0.0,,0.44
"[1, 14]","[4, 99]","[0, 244]","[1, 107]","[0, 252]","[2, 96]","[4, 49]","[1, 109]","[3, 238]","[0, 65]","[2, 54]",,0.0,0.0,,
"[1, 234]","[2, 52]","[1, 148]","[2, 224]","[2, 68]","[2, 185]","[1, 15]","[3, 124]","[3, 176]","[0, 212]","[1, 73]",,0.0,0.0,,
"[1, 40]","[1, 15]","[4, 208]","[2, 198]","[4, 239]","[2, 110]","[1, 182]","[2, 23]","[4, 250]","[0, 54]","[2, 48]",,0.0,0.0,,
"[1, 147]","[1, 12]","[2, 63]","[2, 142]","[3, 227]","[2, 187]","[0, 147]","[2, 159]","[3, 185]","[4, 224]","[0, 86]",,0.0,0.0,,
"[2, 55]","[1, 156]","[3, 92]","[3, 36]","[3, 52]","[0, 88]","[1, 73]","[1, 124]","[4, 22]","[2, 114]","[0, 38]",,0.0,0.0,,
"[1, 32]","[0, 248]","[3, 147]","[2, 86]","[1, 207]","[4, 164]","[2, 39]","[0, 177]","[0, 195]","[2, 155]","[2, 85]",,0.0,0.0,,
"[0, 143]","[0, 114]","[3, 44]","[1, 223]","[4, 71]","[4, 194]","[2, 126]","[3, 92]","[0, 112]","[2, 72]","[0, 189]",,0.0,0.0,,
"[3, 227]","[0, 157]","[0, 20]","[1, 222]","[2, 101]","[3, 124]","[0, 244]","[0, 89]","[4, 34]","[3, 58]","[2, 228]",0.6125,0.01,0.04,0.12,0.37
"[4, 217]","[4, 129]","[3, 92]","[1, 225]","[4, 85]","[3, 62]","[3, 57]","[1, 130]","[4, 55]","[0, 170]","[0, 155]",,0.02,0.0,0.07,
"[0, 18]","[3, 21]","[0, 12]","[4, 141]","[4, 42]","[2, 205]","[3, 229]","[3, 54]","[4, 178]","[1, 53]","[2, 25]",,0.0,0.0,,
"[2, 86]","[3, 162]","[3, 230]","[0, 67]","[2, 63]","[4, 142]","[1, 206]","[3, 189]","[2, 183]","[2, 177]","[2, 41]",,0.0,0.0,,
"[1, 97]","[2, 216]","[4, 12]","[4, 131]","[1, 151]","[1, 214]","[2, 110]","[3, 146]","[4, 233]","[1, 183]","[2, 96]",,0.0,0.0,,
"[2, 27]","[1, 248]","[1, 135]","[2, 205]","[1, 218]","[4, 220]","[4, 110]","[3, 219]","[3, 119]","[3, 193]","[2, 247]",,0.0,0.0,,0.18
"[2, 129]","[4, 116]","[3, 168]","[3, 17]","[1, 89]","[4, 166]","[0, 168]","[1, 59]","[4, 239]","[4, 170]","[4, 194]",,0.0,0.0,,
"[1, 33]","[3, 212]","[4, 227]","[4, 148]","[1, 208]","[4, 153]","[1, 26]","[0, 217]","[3, 159]","[3, 12]","[3, 168]",,0.0,0.0,,
"[2, 46]","[3, 39]","[0, 20]","[1, 195]","[1, 91]","[2, 93]","[4, 185]","[1, 164]","[0, 185]","[4, 41]","[4, 118]",,0.0,0.0,,0.2
"[0, 121]","[2, 86]","[3, 37]","[0, 250]","[2, 58]","[2, 206]","[2, 193]","[4, 75]","[4, 43]","[1, 79]","[2, 67]",,0.0,0.0,,
"[4, 18]","[0, 87]","[2, 102]","[0, 175]","[1, 33]","[2, 84]","[2, 63]","[2, 249]","[1, 186]","[2, 254]","[1, 30]",,0.0,0.0,,
"[4, 91]","[0, 218]","[3, 249]","[3, 51]","[4, 37]","[0, 64]","[4, 11]","[2, 20]","[3, 211]","[0, 189]","[4, 215]",,0.0,0.0,0.05,
"[0, 209]","[4, 10]","[0, 238]","[1, 97]","[4, 170]","[2, 87]","[1, 10]","[1, 124]","[1, 117]","[3, 106]","[0, 240]",,0.0,0.0,,
"[4, 138]","[1, 252]","[2, 254]","[1, 109]","[0, 65]","[3, 109]","[4, 169]","[1, 206]","[4, 191]","[4, 108]","[0, 140]",0.6585,0.0,0.0,0.39,0.25
"[1, 194]","[2, 249]","[3, 141]","[1, 168]","[4, 26]","[2, 220]","[1, 177]","[1, 209]","[2, 228]","[3, 249]","[0, 180]",,0.0,0.0,,
"[1, 25]","[4, 182]","[2, 79]","[1, 212]","[2, 17]","[1, 232]","[3, 67]","[0, 202]","[4, 25]","[1, 25]","[3, 249]",,0.0,0.0,,
"[0, 151]","[1, 137]","[3, 225]","[2, 99]","[2, 245]","[3, 98]","[2, 79]","[2, 74]","[4, 148]","[2, 48]","[3, 77]",,0.0,0.0,,
"[2, 154]","[1, 85]","[1, 102]","[2, 197]","[4, 222]","[3, 18]","[2, 210]","[3, 28]","[0, 192]","[4, 207]","[4, 35]",,0.0,0.0,,
"[2, 93]","[4, 122]","[0, 60]","[2, 207]","[4, 244]","[1, 218]","[3, 251]","[4, 157]","[1, 245]","[4, 209]","[0, 144]",,0.0,0.0,,0.35
"[0, 179]","[0, 110]","[2, 153]","[3, 190]","[1, 22]","[3, 93]","[1, 71]","[2, 59]","[2, 18]","[1, 50]","[3, 40]",,0.0,0.0,,
"[4, 190]","[1, 18]","[4, 187]","[0, 219]","[4, 204]","[2, 203]","[1, 205]","[3, 39]","[1, 207]","[0, 253]","[4, 87]",0.5175,0.0,0.0,0.07,0.0
"[2, 186]","[2, 148]","[3, 105]","[4, 151]","[0, 201]","[2, 67]","[1, 34]","[0, 55]","[1, 206]","[1, 170]","[1, 175]",,0.0,0.0,,
"[4, 250]","[3, 240]","[4, 140]","[2, 107]","[3, 201]","[0, 72]","[1, 21]","[1, 241]","[2, 175]","[2, 212]","[1, 237]",0.565,0.0,0.0,0.06,0.21
"[2, 215]","[3, 132]","[4, 118]","[2, 61]","[4, 200]","[0, 88]","[3, 174]","[0, 229]","[2, 127]","[4, 207]","[4, 180]",,0.0,0.15,,0.3
"[1, 197]","[4, 134]","[4, 61]","[4, 46]","[1, 84]","[2, 219]","[1, 171]","[1, 179]","[2, 234]","[2, 110]","[3, 191]",,0.0,0.0,,
"[4, 207]","[3, 95]","[0, 129]","[3, 34]","[0, 170]","[1, 154]","[1, 234]","[1, 221]","[4, 200]","[0, 142]","[4, 148]",,0.0,0.0,0.02,
"[0, 153]","[4, 119]","[0, 100]","[0, 44]","[2, 17]","[4, 150]","[1, 180]","[3, 168]","[1, 206]","[3, 24]","[0, 166]",,0.0,0.0,,
"[3, 80]","[0, 247]","[3, 57]","[2, 180]","[3, 180]","[3, 69]","[1, 170]","[2, 162]","[2, 63]","[2, 97]","[1, 27]",,0.0,0.0,0.0,
"[3, 194]","[4, 128]","[2, 74]","[0, 67]","[4, 137]","[2, 186]","[2, 175]","[2, 114]","[3, 244]","[3, 199]","[1, 183]",,0.0,0.0,,
"[4, 245]","[4, 65]","[4, 101]","[4, 130]","[2, 84]","[1, 184]","[2, 223]","[4, 177]","[0, 30]","[0, 248]","[2, 43]",0.563,0.0,0.01,0.05,0.21
"[2, 169]","[3, 159]","[0, 106]","[2, 108]","[3, 28]","[2, 95]","[2, 65]","[3, 175]","[4, 134]","[4, 231]","[4, 179]",,0.0,0.0,,
"[0, 171]","[1, 227]","[3, 130]","[3, 233]","[4, 130]","[1, 45]","[4, 18]","[2, 169]","[3, 53]","[0, 50]","[4, 61]",,0.0,0.0,,
"[1, 89]","[0, 23]","[3, 242]","[4, 230]","[4, 249]","[1, 30]","[3, 113]","[4, 244]","[3, 101]","[0, 133]","[1, 82]",,0.0,0.0,,
"[1, 23]","[3, 63]","[2, 126]","[2, 235]","[3, 170]","[1, 206]","[2, 181]","[1, 142]","[4, 174]","[1, 184]","[3, 144]",,0.0,0.0,,
"[0, 36]","[3, 113]","[0, 144]","[3, 166]","[4, 195]","[1, 172]","[2, 157]","[1, 214]","[2, 97]","[0, 236]","[3, 87]",,0.0,0.0,,
"[4, 16]","[3, 199]","[1, 131]","[4, 44]","[1, 57]","[1, 39]","[0, 85]","[4, 210]","[1, 138]","[1, 213]","[2, 247]",0.651,0.02,0.04,0.14,0.52
"[0, 115]","[4, 130]","[0, 237]","[0, 55]","[1, 147]","[2, 233]","[1, 252]","[2, 140]","[0, 64]","[1, 226]","[0, 25]",,0.0,0.0,,
"[2, 59]","[4, 155]","[4, 125]","[1, 122]","[2, 234]","[2, 124]","[1, 13]","[2, 47]","[2, 26]","[1, 141]","[4, 105]",,0.0,0.0,,
"[4, 180]","[3, 118]","[3, 177]","[4, 244]","[0, 68]","[3, 60]","[3, 61]","[2, 197]","[4, 19]","[1, 76]","[2, 135]",0.5075,0.0,0.02,0.04,-0.01
"[1, 12]","[0, 36]","[3, 111]","[3, 139]","[4, 183]","[0, 189]","[4, 125]","[1, 58]","[4, 199]","[3, 93]","[0, 199]",,0.0,0.0,,0.24
"[4, 39]","[3, 76]","[4, 244]","[3, 194]","[0, 138]","[0, 56]","[1, 164]","[2, 141]","[0, 30]","[3, 30]","[0, 113]",0.5595,0.0,0.0,0.03,0.21
"[1, 91]","[0, 150]","[2, 176]","[1, 119]","[2, 159]","[1, 219]","[4, 193]","[1, 222]","[3, 18]","[2, 193]","[2, 70]",,0.0,0.0,,0.58
"[4, 83]","[3, 250]","[0, 218]","[2, 218]","[2, 80]","[0, 90]","[2, 232]","[0, 212]","[0, 212]","[1, 102]","[3, 65]",0.518,0.0,0.01,0.06,0.02
"[0, 246]","[3, 152]","[4, 221]","[3, 13]","[1, 198]","[0, 176]","[1, 64]","[4, 71]","[4, 208]","[4, 38]","[2, 253]",,0.0,0.0,,
"[1, 96]","[2, 41]","[4, 183]","[2, 60]","[1, 236]","[1, 240]","[4, 103]","[2, 87]","[3, 126]","[3, 227]","[1, 136]",,0.0,0.0,,0.18
"[4, 90]","[4, 207]","[0, 14]","[1, 53]","[1, 29]","[2, 230]","[3, 226]","[4, 29]","[2, 92]","[4, 83]","[3, 147]",0.617,0.0,0.0,0.08,0.39
"[0, 145]","[4, 98]","[2, 36]","[2, 90]","[1, 53]","[1, 196]","[4, 175]","[3, 224]","[1, 111]","[2, 42]","[0, 226]",,0.0,0.01,,0.25
"[1, 91]","[1, 124]","[3, 205]","[2, 57]","[0, 239]","[4, 63]","[2, 196]","[4, 89]","[3, 231]","[1, 105]","[1, 207]",,0.0,0.0,,
"[3, 237]","[2, 141]","[1, 54]","[1, 76]","[4, 26]","[4, 68]","[2, 243]","[3, 193]","[2, 217]","[3, 59]","[4, 103]",1.0,0.0,0.0,1.0,1.0
"[2, 40]","[0, 52]","[0, 79]","[4, 117]","[2, 16]","[3, 144]","[3, 70]","[0, 12]","[1, 197]","[0, 146]","[4, 226]",,0.0,0.0,,
"[0, 222]","[1, 108]","[3, 29]","[3, 91]","[4, 207]","[0, 40]","[2, 14]","[0, 47]","[2, 38]","[3, 218]","[3, 121]",,0.0,0.0,,
"[2, 50]","[4, 226]","[4, 86]","[0, 79]","[1, 254]","[1, 96]","[2, 84]","[2, 46]","[1, 151]","[4, 176]","[3, 49]",,0.0,0.0,,
"[3, 60]","[3, 171]","[3, 223]","[3, 128]","[1, 190]","[3, 134]","[3, 30]","[3, 120]","[2, 166]","[0, 42]","[1, 183]",,0.0,0.0,,
"[4, 111]","[4, 184]","[0, 42]","[1, 183]","[1, 237]","[1, 154]","[3, 102]","[3, 250]","[1, 31]","[1, 65]","[1, 84]",0.5345,0.0,0.01,0.06,0.08
"[0, 248]","[2, 10]","[1, 28]","[3, 99]","[1, 11]","[1, 128]","[0, 96]","[4, 195]","[4, 168]","[2, 216]","[3, 71]",,0.0,0.0,,
"[2, 84]","[3, 44]","[2, 49]","[2, 176]","[0, 169]","[1, 19]","[4, 123]","[1, 110]","[0, 119]","[4, 42]","[3, 155]",,0.0,0.0,,0.2
"[2, 47]","[1, 85]","[0, 171]","[3, 181]","[1, 177]","[2, 201]","[2, 219]","[4, 210]","[2, 140]","[0, 116]","[0, 165]",,0.0,0.0,,
"[1, 180]","[2, 19]","[4, 119]","[2, 71]","[4, 136]","[3, 231]","[1, 51]","[0, 55]","[1, 231]","[3, 24]","[2, 74]",,0.0,0.0,,
"[4, 104]","[1, 84]","[1, 235]","[0, 39]","[0, 77]","[4, 56]","[2, 32]","[4, 79]","[2, 232]","[1, 59]","[1, 254]",,0.0,0.0,,
"[0, 12]","[1, 60]","[0, 228]","[4, 68]","[3, 63]","[3, 189]","[4, 13]","[2, 32]","[4, 145]","[2, 147]","[0, 188]",,0.0,0.0,,0.0
"[2, 110]","[4, 10]","[2, 158]","[3, 82]","[3, 53]","[4, 235]","[4, 32]","[4, 75]","[3, 77]","[4, 163]","[0, 179]",,0.0,0.0,,0.35
"[0, 214]","[4, 32]","[2, 137]","[4, 248]","[2, 133]","[1, 159]","[0, 207]","[0, 85]","[0, 209]","[2, 196]","[0, 68]",,0.0,0.0,,
"[0, 253]","[1, 66]","[3, 221]","[4, 221]","[3, 168]","[1, 86]","[4, 112]","[0, 193]","[2, 134]","[3, 101]","[0, 93]",,0.0,0.0,,0.26
"[2, 208]","[1, 106]","[0, 174]","[2, 46]","[2, 13]","[2, 117]","[1, 59]","[1, 47]","[2, 235]","[2, 136]","[1, 118]",,0.0,0.0,,
"[1, 62]","[2, 119]","[1, 10]","[2, 172]","[3, 19]","[0, 147]","[4, 30]","[0, 135]","[4, 110]","[4, 196]","[4, 241]",,0.0,0.96,,-0.02
"[4, 191]","[2, 150]","[2, 41]","[4, 157]","[0, 204]","[0, 217]","[1, 228]","[4, 246]","[0, 128]","[2, 211]","[2, 19]",0.5755,0.0,0.0,0.04,0.26
"[3, 225]","[2, 222]","[2, 53]","[0, 59]","[0, 181]","[4, 31]","[0, 112]","[2, 179]","[0, 63]","[1, 239]","[0, 111]",,0.0,0.0,,
"[4, 19]","[1, 185]","[2, 85]","[3, 130]","[4, 36]","[3, 225]","[2, 49]","[2, 239]","[3, 69]","[1, 205]","[4, 224]",0.6729999999999999,0.04,2.38,0.17,0.18
"[3, 36]","[4, 93]","[1, 92]","[3, 217]","[2, 12]","[2, 235]","[0, 233]","[3, 223]","[0, 159]","[4, 33]","[3, 230]",,0.0,0.0,,
"[2, 135]","[3, 250]","[3, 129]","[1, 59]","[4, 31]","[0, 83]","[2, 89]","[2, 100]","[1, 199]","[1, 97]","[4, 236]",,0.0,0.0,,
"[2, 132]","[3, 191]","[3, 245]","[1, 142]","[1, 157]","[2, 188]","[3, 147]","[4, 121]","[3, 196]","[4, 98]","[4, 19]",,0.0,0.17,,0.24
"[0, 63]","[1, 218]","[4, 108]","[2, 94]","[2, 156]","[3, 73]","[0, 20]","[0, 189]","[4, 148]","[4, 78]","[3, 152]",,0.0,0.0,,
"[3, 170]","[4, 230]","[0, 120]","[3, 129]","[3, 50]","[2, 206]","[1, 247]","[1, 95]","[2, 246]","[1, 104]","[1, 157]",0.533,0.0,0.0,0.08,0.05
"[2, 205]","[3, 165]","[1, 22]","[4, 10]","[3, 227]","[0, 36]","[1, 37]","[4, 104]","[2, 79]","[0, 227]","[1, 171]",,0.0,0.0,,
"[2, 177]","[0, 10]","[2, 160]","[3, 168]","[1, 158]","[0, 144]","[2, 109]","[1, 212]","[1, 94]","[3, 169]","[4, 147]",,0.0,0.0,,
"[1, 69]","[3, 227]","[2, 221]","[2, 199]","[0, 207]","[2, 50]","[4, 226]","[4, 155]","[3, 150]","[1, 114]","[0, 104]",,0.0,0.0,,0.09
"[3, 168]","[0, 130]","[4, 37]","[2, 228]","[1, 82]","[3, 78]","[3, 11]","[3, 61]","[3, 191]","[3, 133]","[0, 90]",0.427,0.69,2.19,0.07,0.15
"[3, 118]","[3, 125]","[0, 41]","[1, 47]","[3, 169]","[4, 146]","[0, 131]","[0, 90]","[2, 103]","[0, 25]","[2, 121]",,0.0,0.0,,
"[3, 71]","[2, 148]","[4, 240]","[3, 198]","[1, 178]","[3, 184]","[0, 212]","[1, 83]","[4, 173]","[3, 204]","[0, 154]",,0.0,0.0,0.0,
"[2, 11]","[0, 168]","[3, 98]","[2, 181]","[3, 62]","[1, 99]","[1, 93]","[2, 151]","[0, 63]","[3, 173]","[2, 102]",,0.0,0.0,,
"[4, 193]","[2, 201]","[3, 47]","[0, 34]","[2, 154]","[4, 159]","[3, 219]","[2, 77]","[2, 89]","[2, 89]","[3, 168]",0.5085,0.0,0.0,0.0,0.04
"[3, 63]","[3, 246]","[4, 240]","[0, 32]","[3, 140]","[0, 246]","[2, 75]","[3, 210]","[1, 84]","[4, 252]","[2, 61]",,0.0,0.0,,
"[3, 29]","[2, 165]","[1, 137]","[1, 251]","[3, 167]","[3, 190]","[0, 182]","[3, 93]","[4, 196]","[4, 121]","[3, 120]",,0.0,0.0,,
"[1, 71]","[2, 64]","[0, 207]","[0, 209]","[4, 237]","[3, 152]","[2, 198]","[2, 168]","[3, 129]","[2, 27]","[0, 162]",,0.0,0.0,,
"[2, 47]","[3, 235]","[4, 212]","[2, 71]","[4, 97]","[1, 126]","[2, 61]","[3, 110]","[0, 108]","[3, 198]","[2, 33]",,0.0,0.0,,
"[4, 235]","[2, 234]","[2, 13]","[0, 148]","[3, 89]","[1, 98]","[3, 15]","[3, 139]","[2, 122]","[3, 51]","[1, 109]",0.5945,0.0,0.0,0.06,0.32
"[3, 241]","[4, 143]","[0, 164]","[2, 135]","[3, 142]","[4, 141]","[1, 173]","[2, 194]","[3, 185]","[4, 100]","[1, 50]",0.6105,0.0,0.0,0.07,0.37
"[2, 161]","[0, 180]","[1, 183]","[4, 85]","[1, 136]","[4, 162]","[3, 105]","[1, 247]","[3, 182]","[1, 183]","[3, 148]",,0.0,0.0,,
"[2, 184]","[1, 228]","[4, 53]","[2, 47]","[2, 43]","[1, 58]","[1, 36]","[1, 66]","[0, 215]","[0, 147]","[3, 118]",,0.0,0.0,,
"[4, 184]","[1, 207]","[4, 196]","[0, 109]","[1, 25]","[3, 163]","[4, 74]","[3, 219]","[1, 138]","[2, 118]","[2, 173]",,0.0,0.01,,0.22
"[1, 167]","[4, 86]","[0, 178]","[1, 31]","[1, 97]","[2, 68]","[2, 210]","[4, 205]","[1, 102]","[4, 147]","[4, 181]",,0.0,0.0,,
"[1, 80]","[1, 222]","[3, 196]","[2, 111]","[3, 215]","[3, 251]","[1, 233]","[0, 97]","[1, 39]","[4, 118]","[3, 222]",,0.0,0.0,,
"[4, 59]","[0, 122]","[4, 96]","[2, 166]","[4, 59]","[0, 135]","[0, 136]","[3, 178]","[1, 252]","[1, 164]","[3, 226]",0.577,0.0,0.01,0.05,0.26
"[0, 20]","[4, 213]","[4, 146]","[4, 239]","[2, 39]","[2, 54]","[0, 102]","[3, 94]","[3, 201]","[1, 186]","[4, 77]",,0.0,0.0,,
"[1, 43]","[0, 58]","[4, 65]","[2, 89]","[0, 32]","[1, 20]","[4, 110]","[0, 220]","[2, 164]","[4, 47]","[2, 12]",,0.0,0.0,,0.22
"[2, 244]","[0, 101]","[2, 165]","[4, 213]","[2, 180]","[3, 15]","[3, 247]","[0, 195]","[0, 239]","[2, 83]","[4, 188]",,0.0,0.0,,0.03
"[0, 16]","[0, 70]","[3, 36]","[2, 219]","[2, 117]","[2, 238]","[1, 145]","[1, 101]","[1, 216]","[0, 150]","[2, 70]",,0.0,0.0,,
"[2, 158]","[4, 245]","[1, 39]","[0, 213]","[4, 119]","[2, 235]","[3, 99]","[2, 212]","[2, 27]","[1, 32]","[4, 155]",,0.0,0.0,,
"[4, 156]","[1, 125]","[2, 21]","[1, 20]","[0, 71]","[2, 62]","[4, 170]","[0, 120]","[2, 36]","[2, 188]","[2, 135]",0.62,0.01,0.0,0.02,0.47
"[1, 101]","[1, 110]","[4, 146]","[1, 64]","[2, 180]","[2, 103]","[2, 220]","[1, 79]","[3, 92]","[1, 252]","[0, 153]",,0.0,0.0,,
"[2, 235]","[1, 108]","[3, 96]","[4, 64]","[4, 80]","[0, 55]","[2, 110]","[2, 130]","[3, 23]","[3, 87]","[4, 168]",,0.0,0.0,,
"[0, 183]","[2, 150]","[0, 107]","[2, 93]","[4, 150]","[4, 170]","[2, 139]","[0, 187]","[1, 142]","[4, 105]","[1, 216]",,0.0,0.0,,
"[3, 116]","[3, 249]","[3, 189]","[0, 104]","[0, 238]","[3, 14]","[0, 165]","[4, 185]","[0, 222]","[1, 241]","[1, 144]",,0.0,0.0,,
"[4, 140]","[1, 250]","[4, 152]","[0, 13]","[4, 70]","[1, 40]","[1, 128]","[0, 204]","[3, 109]","[1, 104]","[4, 124]",,0.0,0.0,,
"[4, 144]","[1, 28]","[4, 33]","[0, 12]","[3, 58]","[4, 147]","[1, 47]","[4, 178]","[0, 88]","[1, 31]","[0, 102]",,0.0,0.0,,
"[1, 160]","[4, 222]","[1, 24]","[3, 238]","[2, 115]","[4, 209]","[3, 193]","[2, 213]","[0, 205]","[1, 231]","[4, 212]",,0.0,0.0,,0.0
"[0, 29]","[4, 85]","[1, 29]","[0, 119]","[4, 120]","[1, 34]","[4, 110]","[2, 18]","[4, 56]","[2, 41]","[0, 191]",,0.0,0.0,,0.13
"[2, 21]","[1, 150]","[4, 77]","[3, 102]","[0, 135]","[3, 80]","[4, 202]","[0, 186]","[3, 97]","[0, 113]","[3, 254]",,0.0,0.0,,0.0
"[3, 80]","[2, 220]","[2, 119]","[2, 228]","[1, 89]","[4, 182]","[2, 88]","[0, 98]","[1, 159]","[2, 226]","[4, 238]",,0.0,0.0,0.0,
"[4, 214]","[0, 250]","[2, 172]","[1, 177]","[4, 95]","[1, 129]","[2, 132]","[4, 79]","[3, 220]","[1, 48]","[3, 90]",0.34550000000000003,0.01,0.88,0.07,0.21
"[4, 120]","[2, 227]","[1, 31]","[1, 236]","[2, 46]","[4, 206]","[4, 157]","[2, 30]","[0, 132]","[4, 254]","[3, 243]",0.5855,0.01,0.0,0.05,0.3
"[3, 253]","[3, 142]","[0, 134]","[1, 208]","[2, 116]","[2, 203]","[1, 230]","[3, 172]","[1, 148]","[2, 240]","[4, 129]",0.596,0.0,0.0,0.09,0.3
"[0, 36]","[2, 29]","[0, 69]","[4, 102]","[2, 137]","[2, 212]","[4, 29]","[0, 29]","[4, 68]","[2, 160]","[2, 13]",,0.0,0.01,,0.06
"[2, 235]","[2, 11]","[2, 118]","[0, 29]","[4, 120]","[3, 49]","[3, 37]","[2, 51]","[3, 171]","[4, 202]","[3, 12]",,0.0,0.0,,
"[1, 95]","[0, 84]","[4, 104]","[1, 149]","[4, 84]","[1, 250]","[3, 118]","[4, 250]","[0, 67]","[1, 228]","[0, 108]",,0.0,0.0,,
"[2, 214]","[0, 13]","[3, 96]","[1, 60]","[3, 150]","[4, 209]","[4, 76]","[2, 82]","[1, 174]","[3, 89]","[2, 175]",,0.0,0.0,,0.46
